Pericyte	SMC	Mesothelial	AF2	AF1	LAMCORE-2	LAMCORE-1	Uterine LAMCORE
1	0.465300531860182	-0.0509633491237738	-0.121972957815433	-0.124510995882261	-0.0851032507203783	-0.212765424375768	-0.332249644010959
0.465300531860182	1	0.0657837209764028	-0.0126932271866833	-0.421404618977649	-0.15228896825795	-0.16210172668029	-0.357402572723791
-0.0509633491237738	0.0657837209764028	1	0.316644365732888	-0.309672696493261	-0.0652377513869546	-0.132122029700148	-0.310607800676062
-0.121972957815433	-0.0126932271866833	0.316644365732888	1	-0.203748779497769	-0.0095325615395486	-0.225598657116035	-0.46890141197211
-0.124510995882261	-0.421404618977649	-0.309672696493261	-0.203748779497769	1	-0.16103751955517	-0.338796307433481	-0.32044691825929
-0.0851032507203783	-0.15228896825795	-0.0652377513869546	-0.0095325615395486	-0.16103751955517	1	0.537627691799001	0.0901976692856837
-0.212765424375768	-0.16210172668029	-0.132122029700148	-0.225598657116035	-0.338796307433481	0.537627691799001	1	0.422948062587356
-0.332249644010959	-0.357402572723791	-0.310607800676062	-0.46890141197211	-0.32044691825929	0.0901976692856837	0.422948062587356	1
