,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,symbol
ENSG00000269028,2.62858586381097e-124,3.26097436423635,0.445,0.046,8.48612660272732e-120,MTRNR2L12
ENSG00000168484,2.57423840577248e-112,1.53014184308818,0.751,0.281,8.31067126919589e-108,SFTPC
ENSG00000197943,4.342978664136e-108,2.8414402482398,0.427,0.06,1.40208723192967e-103,PLCG2
ENSG00000171243,2.72254291031657e-106,-2.12973131441476,0.36,0.663,8.78945753166601e-102,SOSTDC1
ENSG00000105974,1.0163825882766e-103,-1.22970141274719,0.852,0.862,3.28128954799217e-99,CAV1
ENSG00000139318,1.66258966789905e-99,-1.64530965968021,0.253,0.574,5.3675044838453e-95,DUSP6
ENSG00000198899,5.83204193960391e-94,1.54388618043991,0.916,0.801,1.88281641978173e-89,MT-ATP6
ENSG00000125968,4.02515370993903e-91,0.966941078969235,0.762,0.361,1.29948062371672e-86,ID1
ENSG00000198938,1.0963910819376e-84,1.13813114308668,0.921,0.805,3.53958896892734e-80,MT-CO3
ENSG00000198712,1.68221645508833e-84,1.10848418444601,0.928,0.82,5.43086760360716e-80,MT-CO2
ENSG00000105971,8.69783104861023e-84,-1.14827530069266,0.662,0.776,2.80800777573333e-79,CAV2
ENSG00000102760,2.70882598484697e-83,1.39140292422755,0.743,0.446,8.74517380947997e-79,RGCC
ENSG00000158710,2.22639101947439e-79,-1.26384058423665,0.653,0.758,7.18768076727113e-75,TAGLN2
ENSG00000170296,3.07900405788472e-79,1.21326004729555,0.429,0.095,9.94025670047502e-75,GABARAP
ENSG00000117318,4.51372727871231e-79,1.13996285294148,0.782,0.506,1.45721171465948e-74,ID3
ENSG00000219200,7.17910284156688e-79,1.34737003894261,0.411,0.087,2.31770156137145e-74,RNASEK
ENSG00000198840,3.07345751752115e-77,1.26784439991152,0.855,0.75,9.92235024956527e-73,MT-ND3
ENSG00000129422,7.18688003112563e-77,1.49408500548196,0.318,0.035,2.3202123492486e-72,MTUS1
ENSG00000135046,7.67720563031177e-77,-1.17784106290094,0.712,0.784,2.47850906568985e-72,ANXA1
ENSG00000198786,2.5171123326197e-76,1.33152274037915,0.723,0.496,8.12624545462944e-72,MT-ND5
ENSG00000160789,6.88933166555782e-75,-1.35673221353513,0.398,0.641,2.22415183490869e-70,LMNA
ENSG00000212907,8.51190329717461e-71,1.87775715967108,0.477,0.168,2.74798286045985e-66,MT-ND4L
ENSG00000127528,1.2664645328462e-69,1.00415817322321,0.799,0.549,4.08865409784069e-65,KLF2
ENSG00000164120,1.01585984416667e-68,-0.721722266213209,0.94,0.96,3.27960192090768e-64,HPGD
ENSG00000203883,1.1564118270876e-68,1.21647020790168,0.444,0.128,3.7333599425696e-64,SOX18
ENSG00000100311,4.21563671491954e-67,1.19652670006925,0.507,0.192,1.36097615704463e-62,PDGFB
ENSG00000228253,6.87492327988709e-67,1.2744620231077,0.267,0.021,2.21950023167875e-62,MT-ATP8
ENSG00000125148,3.77910858565379e-66,1.50802495231528,0.663,0.386,1.22004741579247e-61,MT2A
ENSG00000161835,2.25984305997265e-64,1.13933400707376,0.409,0.11,7.29567733481569e-60,GRASP
ENSG00000185883,2.24485419644895e-62,0.983326340468209,0.3,0.045,7.2472872878158e-58,ATP6V0C
ENSG00000265681,5.53451586268966e-62,1.1051603616646,0.54,0.223,1.78676310111073e-57,RPL17
ENSG00000075624,1.50241866384294e-61,-0.842193278770899,0.932,0.827,4.85040841435054e-57,ACTB
ENSG00000254772,1.55262794032828e-60,1.01700433122319,0.303,0.048,5.01250404255582e-56,EEF1G
ENSG00000149021,1.34547526292822e-58,1.3733823429596,0.509,0.204,4.34373233883747e-54,SCGB1A1
ENSG00000206503,2.57677347678221e-58,-0.687418593933538,0.938,0.837,8.31885549244369e-54,HLA-A
ENSG00000152518,1.36125547053147e-57,-1.16224879022708,0.291,0.526,4.39467716106381e-53,ZFP36L2
ENSG00000198888,2.92884438537765e-56,0.922687677127505,0.88,0.812,9.45548121375319e-52,MT-ND1
ENSG00000243678,5.40859636334949e-56,1.02263418953827,0.305,0.059,1.74611124994375e-51,NME2
ENSG00000179820,2.52670363863243e-55,-1.14150887773625,0.249,0.487,8.15721002696093e-51,MYADM
ENSG00000174804,6.86378934954327e-55,0.788359144723584,0.498,0.193,2.21590575360655e-50,FZD4
ENSG00000096060,6.72005609959053e-52,0.609872501262093,0.557,0.243,2.16950291119181e-47,FKBP5
ENSG00000164265,8.06250828906568e-51,1.54246226431708,0.279,0.057,2.60290017604196e-46,SCGB3A2
