,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,symbol
ENSG00000116285,0,0.821852042202204,0.656,0.42,0,ERRFI1
ENSG00000074800,0,-0.687163552731119,0.73,0.805,0,ENO1
ENSG00000163874,0,0.615443911265242,0.336,0.117,0,ZC3H12A
ENSG00000117450,0,-0.650718141509679,0.597,0.756,0,PRDX1
ENSG00000177954,0,-0.661463663993014,0.81,0.862,0,RPS27
ENSG00000160752,0,-1.15612745065836,0.507,0.754,0,FDPS
ENSG00000143207,0,0.726787496744743,0.334,0.144,0,COP1
ENSG00000183607,0,-1.18457503104366,0.351,0.678,0,GKN2
ENSG00000169604,0,0.666927860779709,0.287,0.127,0,ANTXR1
ENSG00000080293,0,0.733932004219323,0.373,0.166,0,SCTR
ENSG00000074054,0,0.592260243171536,0.268,0.095,0,CLASP1
ENSG00000115221,0,0.811024013144331,0.696,0.509,0,ITGB6
ENSG00000197756,0,-0.745305151489364,0.822,0.86,0,RPL37A
ENSG00000163466,0,-0.740343630391261,0.718,0.814,0,ARPC2
ENSG00000163082,0,0.651361786310008,0.432,0.23,0,SGPP2
ENSG00000163931,0,-0.600933912908756,0.633,0.688,0,TKT
ENSG00000269028,0,2.90964413506495,0.425,0.109,0,MTRNR2L12
ENSG00000075420,0,1.19872954508758,0.528,0.349,0,FNDC3B
ENSG00000169020,0,-0.661772936003206,0.557,0.751,0,ATP5ME
ENSG00000109610,0,-0.604253223440825,0.393,0.591,0,SOD3
ENSG00000134851,0,0.692408489149211,0.723,0.496,0,TMEM165
ENSG00000132466,0,0.77918374821962,0.469,0.282,0,ANKRD17
ENSG00000184305,0,0.757188762875494,0.263,0.096,0,CCSER1
ENSG00000236699,0,0.836260271431148,0.37,0.182,0,ARHGEF38
ENSG00000112972,0,-0.788352825551303,0.425,0.649,0,HMGCS1
ENSG00000069020,0,1.36849928968947,0.656,0.479,0,MAST4
ENSG00000151422,0,0.773195504787508,0.299,0.119,0,FER
ENSG00000019582,0,1.28902592292345,0.896,0.834,0,CD74
ENSG00000021355,0,0.898825133115382,0.667,0.515,0,SERPINB1
ENSG00000112149,0,0.990839479462656,0.352,0.126,0,CD83
ENSG00000145996,0,0.632539566812396,0.284,0.104,0,CDKAL1
ENSG00000204387,0,-0.589050655030089,0.373,0.587,0,SNHG32
ENSG00000166278,0,-0.593665353764979,0.518,0.668,0,C2
ENSG00000198502,0,1.06515447038691,0.626,0.273,0,HLA-DRB5
ENSG00000223865,0,0.694267721315639,0.748,0.67,0,HLA-DPB1
ENSG00000231500,0,-0.696435173066314,0.817,0.862,0,RPS18
ENSG00000124762,0,0.653059005648866,0.34,0.15,0,CDKN1A
ENSG00000156639,0,0.901982736962657,0.467,0.277,0,ZFAND3
ENSG00000096088,0,-1.6813269761225,0.812,0.86,0,PGC
ENSG00000082269,0,0.717825192183067,0.343,0.165,0,FAM135A
ENSG00000112249,0,0.684209529195602,0.353,0.187,0,ASCC3
ENSG00000047936,0,1.30079393914426,0.558,0.374,0,ROS1
ENSG00000118515,0,1.07208551558711,0.515,0.25,0,SGK1
ENSG00000112096,0,0.763635603234364,0.786,0.649,0,SOD2
ENSG00000120437,0,-0.942076139951617,0.274,0.575,0,ACAT2
ENSG00000189043,0,-0.697542236865788,0.691,0.832,0,NDUFA4
ENSG00000173467,0,-0.735004171914363,0.532,0.716,0,AGR3
ENSG00000135218,0,0.63653933135319,0.493,0.32,0,CD36
