p_val	avg_log2FC	pct.1	pct.2	p_val_adj	symbol	pct.fc
ENSG00000163359	1.75899741920206e-40	-2.22008852424631	0.273	0.983	5.67874726815191e-36	COL6A3	0.277721261444557
ENSG00000038427	1.55867409214925e-34	-2.21601871867677	0.068	0.73	5.03202343909463e-30	VCAN	0.0931506849315069
ENSG00000168542	1.90388350502292e-33	-3.08365879316195	0.259	0.896	6.14649750761599e-29	COL3A1	0.2890625
ENSG00000107796	5.98671048344083e-33	3.3641749150839	0.961	0.635	1.93274961247404e-28	ACTA2	1.51338582677165
ENSG00000149591	2.81231320668823e-31	3.7963370137817	0.932	0.496	9.07927195647229e-27	TAGLN	1.87903225806452
ENSG00000078098	3.23259125699847e-30	-1.63490450377922	0.088	0.722	1.04360976140939e-25	FAP	0.121883656509695
ENSG00000108821	3.70539287671438e-30	-3.46478429909119	0.254	0.852	1.19624903631847e-25	COL1A1	0.2981220657277
ENSG00000182463	1.03995871146328e-29	-2.07394570610009	0.034	0.609	3.35740270408806e-25	TSHZ2	0.0558292282430214
ENSG00000204262	2.09309942504557e-29	-1.69659520202818	0.098	0.704	6.75736218381711e-25	COL5A2	0.139204545454545
ENSG00000065534	8.36566683988475e-28	2.6246727043328	0.927	0.696	2.70077188258839e-23	MYLK	1.33189655172414
ENSG00000079931	4.40421522439151e-26	-1.74018935055055	0.054	0.591	1.42185684304256e-21	MOXD1	0.0913705583756345
ENSG00000164692	6.2190243287386e-26	-2.55135204892131	0.38	0.922	2.00774981428997e-21	COL1A2	0.412147505422993
ENSG00000139329	2.19315917025043e-25	-2.78811352468003	0.224	0.791	7.0803950652365e-21	LUM	0.283185840707965
ENSG00000099953	8.55637885822368e-25	-2.95656800986266	0.015	0.478	2.76234135058893e-20	MMP11	0.0313807531380753
ENSG00000140416	2.64062894772012e-24	2.7463837004407	0.878	0.678	8.52500649481964e-20	TPM1	1.29498525073746
ENSG00000214548	2.08685416591275e-23	-1.42133379167423	0.044	0.53	6.73719998923271e-19	MEG3	0.0830188679245283
ENSG00000196628	6.52734727882959e-23	-1.36282679384359	0.146	0.696	2.10728879549734e-18	TCF4	0.209770114942529
ENSG00000142173	1.42020407252698e-22	-1.64500236543556	0.302	0.861	4.58498682774611e-18	COL6A2	0.35075493612079
ENSG00000164932	9.30997485540025e-22	-1.97148900181096	0.02	0.443	3.00563228231742e-17	CTHRC1	0.0451467268623025
ENSG00000101335	1.68739710865048e-21	3.28786039461439	0.898	0.722	5.44759282556722e-17	MYL9	1.24376731301939
ENSG00000035862	3.91350762626736e-21	-1.35157849211658	0.288	0.835	1.26343680206416e-16	TIMP2	0.344910179640719
ENSG00000087245	5.74340003861361e-21	-1.94605660741742	0.283	0.8	1.85419926846602e-16	MMP2	0.35375
ENSG00000186340	1.10107883902635e-20	-1.26551576559632	0.215	0.757	3.55472292391266e-16	THBS2	0.284015852047556
ENSG00000153250	1.89478212821088e-20	-1.04210367884247	0.244	0.835	6.11711462271599e-16	RBMS1	0.292215568862275
ENSG00000198467	3.00446360639336e-20	2.65946123959517	0.898	0.765	9.69961030688032e-16	TPM2	1.17385620915033
ENSG00000184232	4.57503854888657e-20	-0.855232071020207	0.049	0.496	1.47700544512254e-15	OAF	0.0987903225806452
ENSG00000116962	2.21298691063707e-19	-1.09806292166997	0.02	0.4	7.14440694230071e-15	NID1	0.05
ENSG00000141756	3.20699237042096e-19	-0.785715146712122	0.039	0.443	1.0353454168667e-14	FKBP10	0.0880361173814898
ENSG00000143369	3.97357388908318e-19	-1.03848450119178	0.01	0.374	1.28282859435162e-14	ECM1	0.0267379679144385
ENSG00000157227	5.00367548837132e-19	-1.20332395513605	0.102	0.565	1.6153865946658e-14	MMP14	0.180530973451327
ENSG00000149257	6.64389002228373e-19	-1.14281560369823	0.107	0.565	2.14491345479408e-14	SERPINH1	0.189380530973451
ENSG00000182670	6.99479895661543e-19	-1.00593444871973	0.278	0.826	2.25820089515373e-14	TTC3	0.336561743341404
ENSG00000154175	7.38679795983489e-19	-1.74175526699645	0.156	0.652	2.3847538533531e-14	ABI3BP	0.239263803680982
ENSG00000103855	8.44103787116264e-19	-0.778889013386038	0.073	0.513	2.72510466632615e-14	CD276	0.142300194931774
ENSG00000077942	1.13356318373442e-18	-1.48793323488469	0.337	0.835	3.6595953823682e-14	FBLN1	0.403592814371258
ENSG00000166033	2.31023240757377e-18	-1.4549505186579	0.254	0.765	7.45835430461116e-14	HTRA1	0.33202614379085
ENSG00000123384	2.983172676214e-18	-0.758255917190283	0.102	0.565	9.63087466788928e-14	LRP1	0.180530973451327
ENSG00000125844	3.1186442815919e-18	-0.792764494546263	0.171	0.67	1.00682311986913e-13	RRBP1	0.255223880597015
ENSG00000139910	7.15892422543758e-18	-1.4738246371984	0.063	0.478	2.31118709694027e-13	NOVA1	0.131799163179916
ENSG00000142552	7.99279374393031e-18	-0.782248491918907	0	0.322	2.58039353229046e-13	RCN3	0
ENSG00000113721	1.79677862562258e-17	-0.88279494264754	0.068	0.478	5.80072011495995e-13	PDGFRB	0.142259414225941
ENSG00000137573	1.87204368523863e-17	-1.67547577342424	0.059	0.461	6.04370583342439e-13	SULF1	0.127982646420824
ENSG00000148700	2.05068280993683e-17	-0.689306958324886	0.044	0.426	6.62042438360008e-13	ADD3	0.103286384976526
ENSG00000106333	2.9401603849328e-17	-1.81149196574254	0.02	0.365	9.49201378671704e-13	PCOLCE	0.0547945205479452
ENSG00000149090	3.31596874497502e-17	-1.28100310290799	0.039	0.409	1.07052734962774e-12	PAMR1	0.0953545232273839
ENSG00000090863	3.60716875644124e-17	-0.753042951209988	0.161	0.643	1.16453836132949e-12	GLG1	0.250388802488336
ENSG00000120594	4.11012292122369e-17	-1.90267548152761	0.185	0.678	1.32691208388786e-12	PLXDC2	0.272861356932153
ENSG00000125868	4.78089920030863e-17	2.20764609729022	0.863	0.826	1.54346549782764e-12	DSTN	1.04479418886199
ENSG00000159403	5.34504469840368e-17	-1.4940733933139	0.093	0.522	1.72559423043264e-12	C1R	0.17816091954023
ENSG00000138760	6.72007848453356e-17	-0.860077760344568	0.161	0.626	2.16951013794681e-12	SCARB2	0.257188498402556
ENSG00000019549	8.34748736252492e-17	-0.714626418463975	0.044	0.417	2.69490282011755e-12	SNAI2	0.105515587529976
ENSG00000090006	8.80127658395269e-17	-0.741828463800426	0.059	0.452	2.84140413236329e-12	LTBP4	0.130530973451327
ENSG00000130635	1.43223248488434e-16	-1.03659183354375	0.059	0.443	4.62381935420062e-12	COL5A1	0.133182844243792
ENSG00000169554	1.86932714649788e-16	-1.23622952296569	0.224	0.704	6.03493575975377e-12	ZEB2	0.318181818181818
ENSG00000113140	2.04921688912914e-16	-1.67822857594126	0.385	0.852	6.61569180486451e-12	SPARC	0.4518779342723
ENSG00000134853	2.23641642216629e-16	-1.18845165633557	0.054	0.435	7.22004677732164e-12	PDGFRA	0.124137931034483
ENSG00000124766	3.00862387936824e-16	-1.19635506891141	0.215	0.704	9.71304133215244e-12	SOX4	0.305397727272727
ENSG00000110841	3.76865252776071e-16	-0.744149224082533	0.137	0.609	1.21667178206227e-11	PPFIBP1	0.22495894909688
ENSG00000110852	8.49813299693113e-16	-0.766123682702397	0.151	0.626	2.74353725672925e-11	CLEC2B	0.241214057507987
ENSG00000074842	9.35279686038069e-16	-0.729773230874665	0.141	0.591	3.0194569384053e-11	MYDGF	0.238578680203046
ENSG00000183036	9.47063939545308e-16	2.69434148688195	0.541	0.096	3.05750122242807e-11	PCP4	5.63541666666667
ENSG00000115252	1.00512774392437e-15	-1.61022879781986	0.068	0.461	3.24495440848544e-11	PDE1A	0.147505422993492
ENSG00000112936	1.04867727583648e-15	-1.5692307934158	0.01	0.313	3.3855497173105e-11	C7	0.0319488817891374
ENSG00000129009	1.14481771671411e-15	-0.916339106005691	0.073	0.461	3.69592951663983e-11	ISLR	0.158351409978308
ENSG00000163520	1.21333380214306e-15	-0.852787277604861	0.01	0.313	3.91712684683865e-11	FBLN2	0.0319488817891374
ENSG00000159674	2.03047284890138e-15	-1.20434869883812	0.351	0.835	6.55517854539321e-11	SPON2	0.420359281437126
ENSG00000187955	2.27468595503974e-15	-1.31544932209084	0.161	0.609	7.34359613725031e-11	COL14A1	0.264367816091954
ENSG00000100979	2.51350022899116e-15	-0.601692878648162	0.127	0.583	8.11458413927505e-11	PLTP	0.217838765008576
ENSG00000091986	2.68327973849271e-15	-0.836332431414199	0.166	0.626	8.66270030774987e-11	CCDC80	0.26517571884984
ENSG00000003436	3.41450927188964e-15	-0.987620451412354	0.141	0.574	1.10234017333685e-10	TFPI	0.245644599303136
ENSG00000174807	4.58884351697094e-15	-0.818900538839221	0.01	0.304	1.4814622410189e-10	CD248	0.0328947368421053
ENSG00000133110	4.77040082350168e-15	-2.20283560694503	0.005	0.287	1.54007620185928e-10	POSTN	0.0174216027874564
ENSG00000169439	4.96579448446037e-15	-0.888884621783432	0.156	0.6	1.60315709136319e-10	SDC2	0.26
ENSG00000197102	6.17714342227572e-15	-0.719524874423201	0.161	0.591	1.99422898244749e-10	DYNC1H1	0.272419627749577
ENSG00000104324	7.2580943451134e-15	-0.740942685097263	0.2	0.67	2.34320317837641e-10	CPQ	0.298507462686567
ENSG00000198121	8.29908836166024e-15	-1.12050801889488	0.068	0.435	2.67927768667839e-10	LPAR1	0.15632183908046
ENSG00000069956	8.60242200071898e-15	-0.639927194978391	0.088	0.478	2.77720591871212e-10	MAPK6	0.184100418410042
ENSG00000256235	1.07979868376068e-14	-0.65495871814102	0.039	0.374	3.48602207065297e-10	SMIM3	0.10427807486631
ENSG00000050555	1.24418894819783e-14	-1.05837079375388	0.01	0.296	4.01673960036187e-10	LAMC3	0.0337837837837838
ENSG00000115414	1.40874156829265e-14	-2.08977913359869	0.2	0.626	4.547981279076e-10	FN1	0.319488817891374
ENSG00000011465	1.41140999316127e-14	-1.3067364731422	0.62	0.939	4.55659602192185e-10	DCN	0.660276890308839
ENSG00000088882	1.86322322794294e-14	-0.698178888495222	0.054	0.4	6.015229869091e-10	CPXM1	0.135
ENSG00000162576	2.39758765144998e-14	-1.021048869114	0.132	0.539	7.74037197394111e-10	MXRA8	0.244897959183673
ENSG00000092841	2.65852324381713e-14	1.53127693194363	0.873	0.835	8.58277644033921e-10	MYL6	1.04550898203593
ENSG00000144560	2.96087703218726e-14	-0.81331818174089	0.254	0.722	9.55889541071333e-10	VGLL4	0.351800554016621
ENSG00000143786	5.34928988858409e-14	-1.29662588866631	0.029	0.33	1.72696474763049e-09	CNIH3	0.0878787878787879
ENSG00000158270	7.07363846334147e-14	-0.869893963950611	0.078	0.452	2.28365344150516e-09	COLEC12	0.172566371681416
ENSG00000251562	7.09471321592018e-14	-0.790898171547191	0.829	1	2.29045721462767e-09	MALAT1	0.829
ENSG00000162493	7.09678709046737e-14	-0.872838400566608	0.122	0.522	2.29112674428648e-09	PDPN	0.233716475095785
ENSG00000138448	7.3062940960204e-14	-0.794770341129715	0.239	0.73	2.35876398595922e-09	ITGAV	0.327397260273973
ENSG00000129038	7.8641781063991e-14	-0.741364723028814	0.015	0.296	2.53887125986989e-09	LOXL1	0.0506756756756757
ENSG00000168003	8.88822371129145e-14	-0.708576654703376	0.161	0.574	2.86947414295333e-09	SLC3A2	0.280487804878049
ENSG00000119906	1.08997805243533e-13	-1.99463379429585	0.137	0.513	3.51888514448224e-09	SLF2	0.267056530214425
ENSG00000168264	1.11678081088448e-13	-0.638403971206517	0.127	0.53	3.60541516985947e-09	IRF2BP2	0.239622641509434
ENSG00000229807	1.27714373928471e-13	-0.92587639219387	0.288	0.809	4.12313084790677e-09	XIST	0.355995055624227
ENSG00000091136	1.8659852880387e-13	-0.914031226990604	0.117	0.496	6.02414690390412e-09	LAMB1	0.235887096774194
ENSG00000130176	2.41318138864791e-13	2.24179405970401	0.624	0.287	7.79071479511092e-09	CNN1	2.17421602787456
ENSG00000181722	2.70319137678426e-13	-1.54106787946925	0.259	0.713	8.72698304081031e-09	ZBTB20	0.363253856942497
ENSG00000137831	4.29885822519807e-13	-0.776619883297762	0.112	0.487	1.38784338942294e-08	UACA	0.229979466119097
ENSG00000129226	4.34469405948216e-13	-0.587967307709724	0.059	0.391	1.40264103016322e-08	CD68	0.150895140664962
ENSG00000198523	6.66813011172947e-13	2.42164845966664	0.488	0.122	2.15273912527074e-08	PLN	4
ENSG00000112769	6.86049986451516e-13	-0.648039124994426	0.054	0.374	2.21484377626007e-08	LAMA4	0.144385026737968
ENSG00000104332	7.06575556911829e-13	-1.74708748160572	0.059	0.374	2.28110852793415e-08	SFRP1	0.157754010695187
ENSG00000142156	7.14900107013628e-13	-1.3644240319609	0.293	0.713	2.3079835054828e-08	COL6A1	0.4109396914446
ENSG00000277443	7.26646589607899e-13	-0.788417060372265	0.059	0.374	2.34590584989014e-08	MARCKS	0.157754010695187
ENSG00000082175	7.34178625464465e-13	-0.837407046101962	0.063	0.391	2.37022227444948e-08	PGR	0.161125319693095
ENSG00000145730	7.8732393919702e-13	-1.07236316287741	0.176	0.583	2.54179660530366e-08	PAM	0.30188679245283
ENSG00000134871	7.93835942190787e-13	-0.8255594268187	0.288	0.791	2.56281995576874e-08	COL4A2	0.36409608091024
ENSG00000182326	8.99895979985042e-13	-1.28923717395282	0.249	0.67	2.90522418178371e-08	C1S	0.371641791044776
ENSG00000177606	1.01066708216869e-12	-1.32954490038786	0.322	0.774	3.2628376080734e-08	JUN	0.416020671834625
ENSG00000176170	1.03458853032938e-12	-0.683857322838467	0.083	0.426	3.34006561131538e-08	SPHK1	0.194835680751174
ENSG00000110492	1.11317792883128e-12	-1.20338599792574	0.278	0.713	3.5937836254389e-08	MDK	0.389901823281907
ENSG00000030582	1.41177523014958e-12	-0.709741554498823	0.171	0.591	4.5577751530149e-08	GRN	0.289340101522843
ENSG00000117122	1.48431573844809e-12	-0.698421816033151	0.127	0.504	4.79196493000582e-08	MFAP2	0.251984126984127
ENSG00000138639	1.52030518406275e-12	-2.07734736817507	0.141	0.496	4.90815325622818e-08	ARHGAP24	0.284274193548387
ENSG00000132669	1.55325145467718e-12	-0.617345075004524	0.073	0.409	5.01451699627979e-08	RIN2	0.178484107579462
ENSG00000091831	1.74402365666777e-12	-1.49280921052251	0.224	0.635	5.63040597318624e-08	ESR1	0.352755905511811
ENSG00000151150	1.76553711112609e-12	-1.4268981570642	0.137	0.513	5.69986000955948e-08	ANK3	0.267056530214425
ENSG00000185630	1.88329144549642e-12	-0.807254755235961	0.283	0.748	6.08001810264063e-08	PBX1	0.378342245989305
ENSG00000108679	2.13973541088853e-12	-0.676460033675053	0.151	0.557	6.90792180051254e-08	LGALS3BP	0.271095152603232
ENSG00000101825	2.1799552917053e-12	-0.751799905871667	0.01	0.252	7.0377676637414e-08	MXRA5	0.0396825396825397
ENSG00000163430	2.32204093962277e-12	-0.74122866049127	0.19	0.583	7.49647696947816e-08	FSTL1	0.32590051457976
ENSG00000164330	2.75847371691571e-12	-1.06347219144671	0.049	0.348	8.90545654769069e-08	EBF1	0.140804597701149
ENSG00000247809	2.97926066761725e-12	-1.53791774981097	0.098	0.435	9.61824513933553e-08	NR2F2-AS1	0.225287356321839
ENSG00000169083	4.41743670246134e-12	-0.899433157623656	0.054	0.348	1.42612526502262e-07	AR	0.155172413793103
ENSG00000109846	4.73388284459954e-12	1.81490602865959	0.722	0.504	1.52828673755052e-07	CRYAB	1.43253968253968
ENSG00000138061	5.3262314261207e-12	-0.952227742513838	0.205	0.609	1.71952055360881e-07	CYP1B1	0.336617405582923
ENSG00000130340	5.48046705697562e-12	-0.695821804326721	0.273	0.739	1.76931398467401e-07	SNX9	0.369418132611637
ENSG00000115594	5.67680522028290e-12	-0.841631303207973	0.161	0.565	1.83269979731613e-07	IL1R1	0.284955752212389
ENSG00000116132	6.70932355421537e-12	-0.804158037950331	0.127	0.496	2.16603801624289e-07	PRRX1	0.256048387096774
ENSG00000089327	7.03725342877602e-12	-0.596745134033693	0.112	0.478	2.27190689694605e-07	FXYD5	0.234309623430962
ENSG00000168297	7.09712723708883e-12	-0.759939488844985	0.107	0.461	2.29123655722176e-07	PXK	0.232104121475054
ENSG00000074695	7.23302281141371e-12	-0.603141426175505	0.156	0.53	2.3351090844368e-07	LMAN1	0.294339622641509
ENSG00000158710	8.70790545167363e-12	-1.03659205938535	0.195	0.583	2.81126019601832e-07	TAGLN2	0.334476843910806
ENSG00000062716	9.65979390718868e-12	-0.707525709962637	0.341	0.843	3.11856786499679e-07	VMP1	0.404507710557533
ENSG00000143013	9.99908530741648e-12	-0.766350384319243	0.132	0.487	3.22810470064634e-07	LMO4	0.271047227926078
ENSG00000166147	1.03501463691949e-11	-0.699783954055259	0.073	0.383	3.34144125383089e-07	FBN1	0.190600522193211
ENSG00000159216	1.13941572309288e-11	-0.84943971425271	0.132	0.504	3.67848972043306e-07	RUNX1	0.261904761904762
ENSG00000112893	1.15667614640099e-11	-1.1535870177216	0.117	0.461	3.73421327104095e-07	MAN2A1	0.253796095444685
ENSG00000151790	1.18547871562242e-11	-0.717609506831878	0	0.209	3.82719948551541e-07	TDO2	0
ENSG00000130513	1.30609589412074e-11	-1.56514862185516	0.073	0.374	4.21659998457938e-07	GDF15	0.195187165775401
ENSG00000122417	1.32579639178258e-11	-0.66141688816501	0.117	0.47	4.28020107123089e-07	ODF2L	0.248936170212766
ENSG00000182492	1.48275235994019e-11	-1.07972402503614	0.229	0.635	4.78691771883091e-07	BGN	0.360629921259843
ENSG00000154122	1.84735361724893e-11	-0.988449532681414	0.068	0.374	5.96399641792645e-07	ANKH	0.181818181818182
ENSG00000181381	1.98414307396082e-11	-0.602174446428308	0.024	0.27	6.40560749997512e-07	DDX60L	0.0888888888888889
ENSG00000106443	2.6932242670792e-11	-0.742742855963577	0.171	0.565	8.6948052238385e-07	PHF14	0.302654867256637
ENSG00000144366	3.4967301062932e-11	-1.39280235270495	0.18	0.557	1.1288843475157e-06	GULP1	0.323159784560144
ENSG00000164920	3.93785606636649e-11	-0.722341494506123	0.044	0.313	1.27129745246576e-06	OSR2	0.140575079872204
ENSG00000149212	3.96012098614911e-11	-0.877425935923678	0.127	0.47	1.27848545916838e-06	SESN3	0.270212765957447
ENSG00000166482	4.31935913189419e-11	-1.1217942739899	0.22	0.6	1.39446190214072e-06	MFAP4	0.366666666666667
ENSG00000269821	4.95945860120202e-11	-0.759629050867979	0.224	0.643	1.60111161481206e-06	KCNQ1OT1	0.348367029548989
ENSG00000167779	5.33187985761292e-11	-0.781583775653657	0.073	0.383	1.72134409323176e-06	IGFBP6	0.190600522193211
ENSG00000169047	5.78063611611399e-11	-0.712350758543002	0.039	0.304	1.86622056372624e-06	IRS1	0.128289473684211
ENSG00000141027	6.31421544747483e-11	-0.778518474550813	0.273	0.704	2.03848131506277e-06	NCOR1	0.387784090909091
ENSG00000104870	6.40030082634196e-11	-0.700707241809224	0.259	0.687	2.06627311877624e-06	FCGRT	0.377001455604076
ENSG00000057019	6.77187375631926e-11	-0.750309234083084	0.093	0.409	2.18623172349011e-06	DCBLD2	0.227383863080685
ENSG00000272168	7.10731747910272e-11	-0.885492059543246	0.107	0.435	2.29452637495352e-06	CASC15	0.245977011494253
ENSG00000057657	8.0872136893391e-11	-0.887364361557876	0.063	0.339	2.61087606746624e-06	PRDM1	0.185840707964602
ENSG00000139117	8.24234654769561e-11	-0.716410287673438	0.112	0.452	2.66095915945805e-06	CPNE8	0.247787610619469
ENSG00000162998	8.51645107040925e-11	-0.713845543399706	0.063	0.357	2.74945106357092e-06	FRZB	0.176470588235294
ENSG00000118495	8.83503173730135e-11	-0.801949919642214	0.107	0.435	2.85230164607037e-06	PLAGL1	0.245977011494253
ENSG00000136235	8.86063737841676e-11	-0.941909267345891	0.38	0.791	2.86056817124807e-06	GPNMB	0.480404551201011
ENSG00000169855	8.97043955977895e-11	-1.37627908364635	0.059	0.33	2.89601670747904e-06	ROBO1	0.178787878787879
ENSG00000179241	9.25958734541779e-11	-0.946701264239428	0.093	0.391	2.98936517859468e-06	LDLRAD3	0.237851662404092
ENSG00000123610	9.64717262878876e-11	-1.45686693918506	0	0.191	3.11449321147816e-06	TNFAIP6	0
ENSG00000052126	9.76317993096835e-11	-0.998285764029795	0.19	0.574	3.15194500891382e-06	PLEKHA5	0.331010452961673
ENSG00000126709	1.01290440206357e-10	-0.791825890161099	0.146	0.513	3.27006057162204e-06	IFI6	0.284600389863548
ENSG00000122641	1.09817190796035e-10	-0.587184608084581	0.049	0.322	3.54533818765919e-06	INHBA	0.152173913043478
ENSG00000122870	1.17346962046234e-10	-0.95488821821613	0.049	0.313	3.7884293227006e-06	BICC1	0.156549520766773
ENSG00000162733	1.32474351439382e-10	-0.624787562568732	0.215	0.609	4.276801961869e-06	DDR2	0.35303776683087
ENSG00000115457	1.42092370912451e-10	-1.12993376101787	0.073	0.365	4.58731010253756e-06	IGFBP2	0.2
ENSG00000185565	1.47309431112095e-10	-1.6292129003901	0.083	0.374	4.75573767402288e-06	LSAMP	0.22192513368984
ENSG00000106829	1.50864768209201e-10	-0.70079139026872	0.137	0.478	4.87051817686584e-06	TLE4	0.286610878661088
ENSG00000054267	1.56489611304205e-10	-0.698126216072496	0.21	0.591	5.05211061134495e-06	ARID4B	0.355329949238579
ENSG00000141753	1.62369960750276e-10	-1.05720217282231	0.327	0.722	5.24195181286191e-06	IGFBP4	0.452908587257618
ENSG00000164292	1.89495570615284e-10	-0.653287613530977	0.088	0.383	6.11767500174382e-06	RHOBTB3	0.22976501305483
ENSG00000204103	1.92379833722137e-10	-0.880817624550753	0.054	0.322	6.21079055188547e-06	MAFB	0.167701863354037
ENSG00000166250	2.19792508737081e-10	-0.940882500722545	0.063	0.348	7.09578135206792e-06	CLMP	0.181034482758621
ENSG00000132561	2.50364474795395e-10	-0.851681837588248	0.278	0.652	8.08276670429453e-06	MATN2	0.42638036809816
ENSG00000163453	2.60064644913817e-10	-0.786094354090866	0.322	0.73	8.39592699639767e-06	IGFBP7	0.441095890410959
ENSG00000085224	2.70543219116995e-10	-0.666233938537208	0.268	0.722	8.73421728597307e-06	ATRX	0.371191135734072
ENSG00000170801	2.72955381089905e-10	-0.94178646386682	0	0.183	8.81209152310649e-06	HTRA3	0
ENSG00000160789	3.12495973893168e-10	-0.604536100893949	0.371	0.791	1.0088620021167e-05	LMNA	0.469026548672566
ENSG00000111885	3.40448748724764e-10	-0.877873205729298	0.127	0.461	1.09910474038303e-05	MAN1A1	0.275488069414317
ENSG00000196526	3.98600258631215e-10	-0.631214609046896	0.073	0.357	1.28684107496501e-05	AFAP1	0.204481792717087
ENSG00000108175	4.30357987315781e-10	-0.79050599861535	0.18	0.53	1.38936772625027e-05	ZMIZ1	0.339622641509434
ENSG00000134884	4.36707204826587e-10	-0.674775890176679	0.278	0.722	1.40986554006215e-05	ARGLU1	0.385041551246537
ENSG00000180530	4.53041479581514e-10	-0.719677169629722	0.122	0.443	1.46259911268096e-05	NRIP1	0.275395033860045
ENSG00000050405	5.06006446202873e-10	-0.694747089554623	0.239	0.635	1.63359121092136e-05	LIMA1	0.376377952755905
ENSG00000162849	5.23604636284371e-10	-1.34505187965014	0.059	0.322	1.69040520778046e-05	KIF26B	0.183229813664596
ENSG00000171862	5.32026478416712e-10	-0.724772995403739	0.176	0.548	1.71759428292051e-05	PTEN	0.321167883211679
ENSG00000140937	5.67877430550187e-10	-0.733934286243619	0.171	0.513	1.83333549678822e-05	CDH11	0.333333333333333
ENSG00000100320	6.1549564535622e-10	-0.92445758579385	0.249	0.652	1.98706614146802e-05	RBFOX2	0.381901840490798
