,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,symbol
ENSG00000158022,0,1.18277206890077,0.22,0.002,0,TRIM63
ENSG00000050628,0,2.62246999076576,0.473,0.011,0,PTGER3
ENSG00000163395,0,0.907753394578551,0.171,0.003,0,IGFN1
ENSG00000175084,0,2.73367866748699,0.576,0.036,0,DES
ENSG00000237125,0,0.846044904335752,0.171,0.003,0,HAND2-AS1
ENSG00000198523,0,2.42915829741654,0.488,0.028,0,PLN
ENSG00000107796,0,4.35537939970696,0.961,0.112,0,ACTA2
ENSG00000170370,0,0.823081341616209,0.166,0,0,EMX2
ENSG00000185664,0,2.48616871658952,0.322,0.007,0,PMEL
ENSG00000166006,0,2.07080084498985,0.18,0.002,0,KCNC2
ENSG00000166923,0,1.84740947780876,0.22,0.005,0,GREM1
ENSG00000103154,0,1.08345710026894,0.215,0.001,0,NECAB2
ENSG00000130176,0,2.88822869493218,0.624,0.039,0,CNN1
ENSG00000183036,0,3.35029299732026,0.541,0.012,0,PCP4
ENSG00000143387,7.59863368273091e-279,4.33435232304567,0.654,0.064,2.45314289813285e-274,CTSK
ENSG00000132329,2.64014775247065e-249,3.0464776209828,0.634,0.066,8.52345300407625e-245,RAMP1
ENSG00000004846,3.03121206006365e-244,1.03627684454976,0.132,0.002,9.78596501470949e-240,ABCB5
ENSG00000136842,2.80121837192001e-233,2.79323621000546,0.6,0.063,9.04345339190655e-229,TMOD1
ENSG00000109846,6.54565127092429e-228,3.41675115294225,0.722,0.096,2.1131980563052e-223,CRYAB
ENSG00000258537,6.91159183881452e-228,0.836454753999076,0.107,0.002,2.23133830924288e-223,FRMD6-AS2
ENSG00000198467,5.11712380184927e-225,3.29339101126482,0.898,0.151,1.65201224818902e-220,TPM2
ENSG00000253293,1.51116701750806e-224,0.683027389271108,0.127,0.002,4.87865159932301e-220,HOXA10
ENSG00000065534,2.00973017576705e-221,4.09807046708994,0.927,0.191,6.48821289944634e-217,MYLK
ENSG00000121769,6.53872943878131e-205,1.42166929924281,0.244,0.011,2.11096341201616e-200,FABP3
ENSG00000107518,3.58826128181539e-202,1.74864493604396,0.18,0.006,1.15843427222128e-197,ATRNL1
ENSG00000149591,2.10919402296722e-194,3.60243624085762,0.932,0.196,6.80932198374736e-190,TAGLN
ENSG00000106809,5.39827111833163e-164,1.98066561382691,0.439,0.045,1.74277784784218e-159,OGN
ENSG00000133392,7.17333183101588e-164,2.41935257242671,0.556,0.07,2.31583844832517e-159,MYH11
ENSG00000101850,1.52020276738072e-157,0.997354658046786,0.239,0.014,4.90782261421191e-153,GPR143
ENSG00000137809,2.45289708982879e-148,0.67489411668842,0.171,0.007,7.91893296480325e-144,ITGA11
ENSG00000163431,2.7083141763233e-143,1.83692315784781,0.39,0.039,8.74352148684213e-139,LMOD1
