p_val	avg_log2FC	pct.1	pct.2	p_val_adj	symbol	pct.fc
ENSG00000142871	1.73339846089206e-21	-0.967332240975808	0.293	0.865	5.59610359114391e-17	CCN1	0.338728323699422
ENSG00000138061	2.87895436878004e-21	-0.947675725214901	0.205	0.755	9.29441628416947e-17	CYP1B1	0.271523178807947
ENSG00000139146	3.19122927455265e-21	-0.866904159253653	0.259	0.853	1.03025645899658e-16	SINHCAF	0.303634232121923
ENSG00000187955	5.2520308451702e-21	-1.03916523603712	0.161	0.681	1.69556563805475e-16	COL14A1	0.236417033773862
ENSG00000164949	5.56901667098169e-21	-1.32382039359682	0.259	0.804	1.79790134205973e-16	GEM	0.322139303482587
ENSG00000151692	6.3735679110684e-21	-0.900560008596565	0.161	0.699	2.05764266440932e-16	RNF144A	0.23032904148784
ENSG00000134138	6.80402020407554e-21	-0.916864239944899	0.322	0.939	2.19660988268375e-16	MEIS2	0.342917997870075
ENSG00000137558	1.00640133050096e-20	-0.87955682660957	0.117	0.601	3.24906605538931e-16	PI15	0.194675540765391
ENSG00000186340	1.05101073351847e-20	-0.764417596593405	0.215	0.742	3.39308305209103e-16	THBS2	0.289757412398922
ENSG00000245532	1.10862890681714e-20	-0.700423195134559	0.41	1	3.57909756276845e-16	NEAT1	0.41
ENSG00000163359	1.13071199626644e-20	-0.673574197982122	0.273	0.871	3.65039060874659e-16	COL6A3	0.313432835820896
ENSG00000134294	1.21051499572463e-20	-1.07766897511459	0.288	0.871	3.90802661219741e-16	SLC38A2	0.330654420206659
ENSG00000085224	1.2256196891565e-20	-0.688084273864591	0.268	0.902	3.95679060447284e-16	ATRX	0.297117516629712
ENSG00000121440	2.09585814136691e-20	-1.1572457550353	0.278	0.847	6.76626842358893e-16	PDZRN3	0.328217237308146
ENSG00000157227	2.36503411461508e-20	-0.636873561499005	0.102	0.595	7.63527613562331e-16	MMP14	0.171428571428571
ENSG00000067715	2.38071514715505e-20	-0.968461564667551	0.117	0.626	7.68590078107537e-16	SYT1	0.186900958466454
ENSG00000164692	3.18207049121116e-20	-1.19360800021093	0.38	0.877	1.02729963738261e-15	COL1A2	0.433295324971494
ENSG00000067082	3.26768387493662e-20	-0.918181271695963	0.346	0.865	1.05493906218454e-15	KLF6	0.4
ENSG00000067113	4.83141786162322e-20	-0.799388205969239	0.278	0.847	1.55977494244644e-15	PLPP1	0.328217237308146
ENSG00000113494	5.0851196414951e-20	-0.922989493766915	0.117	0.601	1.64168002506028e-15	PRLR	0.194675540765391
ENSG00000122786	5.11341504587813e-20	-0.777416290990822	0.722	1	1.65081491341129e-15	CALD1	0.722
ENSG00000035862	5.11900626079472e-20	-0.939110262213861	0.288	0.816	1.65261998123497e-15	TIMP2	0.352941176470588
ENSG00000133392	6.23430347998186e-20	-0.804360888721939	0.556	0.988	2.01268253547734e-15	MYH11	0.562753036437247
ENSG00000170345	6.79768650142147e-20	-1.81725472937943	0.351	0.81	2.19456511011891e-15	FOS	0.433333333333333
ENSG00000142173	8.97773478267777e-20	-0.960160197994531	0.302	0.828	2.89837189723969e-15	COL6A2	0.364734299516908
ENSG00000119139	9.02025200867489e-20	-0.709164787874732	0.19	0.712	2.9120981584806e-15	TJP2	0.26685393258427
ENSG00000134313	9.14548517675219e-20	-0.670648940682585	0.2	0.748	2.95252843446268e-15	KIDINS220	0.267379679144385
ENSG00000120738	1.6386230828386e-19	-1.39700889567717	0.278	0.773	5.29013076063614e-15	EGR1	0.359637774902975
ENSG00000118689	2.01954287573329e-19	-0.939497580082652	0.249	0.828	6.51989222001737e-15	FOXO3	0.300724637681159
ENSG00000196376	3.39394954645482e-19	-1.28042630500536	0.127	0.607	1.09570267157747e-14	SLC35F1	0.209225700164745
ENSG00000172403	4.06129524747086e-19	-0.891839067794957	0.4	0.939	1.31114855769349e-14	SYNPO2	0.425985090521832
ENSG00000087245	4.7098338195369e-19	-1.65802545703577	0.283	0.748	1.52052275029929e-14	MMP2	0.378342245989305
ENSG00000144619	4.84685965261918e-19	-1.20008686102029	0.098	0.552	1.56476017025158e-14	CNTN4	0.177536231884058
ENSG00000162599	5.47058049541935e-19	-1.00895546894201	0.263	0.822	1.76612220714118e-14	NFIA	0.319951338199513
ENSG00000149212	6.28545953338106e-19	-0.63772981052185	0.127	0.613	2.02919775575674e-14	SESN3	0.207177814029364
ENSG00000197256	6.79114294742352e-19	-0.759936692518202	0.337	0.877	2.19245258914621e-14	KANK2	0.384264538198404
ENSG00000187098	7.06703202567393e-19	-0.791534497571443	0.268	0.859	2.28152061916857e-14	MITF	0.311990686845169
ENSG00000106624	7.11960534276818e-19	-1.06995865344978	0.376	0.859	2.29849338885928e-14	AEBP1	0.437718277066356
ENSG00000145390	7.30845613801311e-19	-1.04511079596418	0.332	0.92	2.35946197959615e-14	USP53	0.360869565217391
ENSG00000175066	8.44167634983091e-19	-0.654712817422777	0.19	0.712	2.72531079277941e-14	GK5	0.26685393258427
ENSG00000125676	1.06697008798665e-18	-0.674460861043205	0.185	0.712	3.4446062320561e-14	THOC2	0.259831460674157
ENSG00000137331	1.21016333727259e-18	-1.2797977448886	0.195	0.675	3.90689131805083e-14	IER3	0.288888888888889
ENSG00000133026	1.36397453848617e-18	-0.595062169159595	0.185	0.712	4.40345540004874e-14	MYH10	0.259831460674157
ENSG00000144802	1.62029777334836e-18	-0.845914854342229	0.2	0.706	5.23096933147786e-14	NFKBIZ	0.28328611898017
ENSG00000125844	1.69313612393581e-18	-0.589800313447067	0.171	0.675	5.46612066251437e-14	RRBP1	0.253333333333333
ENSG00000173068	1.91170961665903e-18	-1.3305546115691	0.22	0.712	6.17176332642202e-14	BNC2	0.308988764044944
ENSG00000071242	2.1494068771315e-18	-0.657367744349048	0.19	0.706	6.93914516213134e-14	RPS6KA2	0.269121813031162
ENSG00000138449	2.33770858925532e-18	-0.647849140908924	0.263	0.847	7.54705840955187e-14	SLC40A1	0.310507674144038
ENSG00000249669	2.41904621311817e-18	-1.12182755775217	0.283	0.816	7.8096487944307e-14	CARMN	0.346813725490196
ENSG00000004846	2.86631445459008e-18	-0.89191121209479	0.132	0.601	9.25360958519861e-14	ABCB5	0.219633943427621
ENSG00000129422	2.96825127826135e-18	-0.604875012538923	0.171	0.687	9.58270242673895e-14	MTUS1	0.248908296943231
ENSG00000134107	3.44961617252804e-18	-0.698571311794463	0.185	0.693	1.11367408513895e-13	BHLHE40	0.266955266955267
ENSG00000127603	5.21297568554002e-18	-0.785444214064118	0.307	0.877	1.68295707031974e-13	MACF1	0.350057012542759
ENSG00000156804	9.25655362079972e-18	-0.883490549503172	0.366	0.92	2.98838577093898e-13	FBXO32	0.397826086956522
ENSG00000101871	9.37756977995095e-18	-1.09812557654257	0.156	0.632	3.02745462775936e-13	MID1	0.246835443037975
ENSG00000138448	9.69541979360925e-18	-0.750528767882009	0.239	0.755	3.13006932616881e-13	ITGAV	0.316556291390728
ENSG00000101849	1.08192723643073e-17	-0.871640096913866	0.166	0.656	3.49289389009297e-13	TBL1X	0.253048780487805
ENSG00000163297	1.12377323861034e-17	-0.845116573558371	0.317	0.89	3.62798952352962e-13	ANTXR2	0.356179775280899
ENSG00000149257	1.15287402762906e-17	-0.692664204293722	0.107	0.534	3.72193851079766e-13	SERPINH1	0.200374531835206
ENSG00000053254	1.43171405070613e-17	-0.906741390418038	0.21	0.73	4.62214564129968e-13	FOXN3	0.287671232876712
ENSG00000067141	1.49888111586398e-17	-0.668842306065712	0.127	0.589	4.83898779445528e-13	NEO1	0.215619694397284
ENSG00000129116	1.50644251069196e-17	-0.974258684765521	0.634	0.994	4.86339900151793e-13	PALLD	0.637826961770624
ENSG00000177311	1.84522248423817e-17	-0.654564812878345	0.229	0.712	5.9571162681145e-13	ZBTB38	0.321629213483146
ENSG00000003989	1.85344618027936e-17	-0.649036779014996	0.171	0.656	5.98366564841389e-13	SLC7A2	0.260670731707317
ENSG00000009413	1.9071046494162e-17	-0.886153406170137	0.293	0.804	6.15689665017525e-13	REV3L	0.364427860696517
ENSG00000168172	2.08768567351792e-17	-0.638665852140612	0.249	0.761	6.73988442838524e-13	HOOK3	0.327201051248357
ENSG00000150593	2.55400920862513e-17	-0.819748067357047	0.254	0.785	8.24536332912538e-13	PDCD4	0.323566878980892
ENSG00000162434	3.02473104507376e-17	-0.601509395992259	0.337	0.92	9.76504170591613e-13	JAK1	0.366304347826087
ENSG00000182670	3.49274985697934e-17	-0.609567117963305	0.278	0.816	1.12759936382721e-12	TTC3	0.340686274509804
ENSG00000120129	4.25001274819456e-17	-1.18696852407833	0.405	0.834	1.37207411562713e-12	DUSP1	0.485611510791367
ENSG00000040933	4.96383203813973e-17	-1.03522513500819	0.117	0.534	1.60252353519303e-12	INPP4A	0.219101123595506
ENSG00000167772	5.21269083087081e-17	-0.802496081854579	0.102	0.509	1.68286510783833e-12	ANGPTL4	0.200392927308448
ENSG00000173482	5.27068790107162e-17	-0.774486769511445	0.229	0.767	1.70158888198196e-12	PTPRM	0.298565840938722
ENSG00000077157	5.628358992682e-17	-0.729686425524897	0.273	0.834	1.81705941719746e-12	PPP1R12B	0.327338129496403
ENSG00000140285	6.1334894584248e-17	-0.759181135570302	0.302	0.859	1.98013573675786e-12	FGF7	0.351571594877765
ENSG00000143153	6.29773620635641e-17	-0.751743757841983	0.346	0.871	2.03316115686010e-12	ATP1B1	0.397244546498278
ENSG00000124942	8.46306884390063e-17	-0.671047755724952	0.259	0.748	2.73221714556488e-12	AHNAK	0.346256684491979
ENSG00000154380	8.55490380083025e-17	-0.787346341781599	0.346	0.914	2.76186514306004e-12	ENAH	0.37855579868709
ENSG00000169744	8.65353523235668e-17	-0.708981165203902	0.22	0.761	2.79370731441403e-12	LDB2	0.289093298291721
ENSG00000087074	8.68986282301063e-17	-0.960652344981444	0.195	0.656	2.80543531378075e-12	PPP1R15A	0.297256097560976
ENSG00000103994	9.54714955276374e-17	-0.936324651985303	0.366	0.847	3.08220176161425e-12	ZNF106	0.43211334120425
ENSG00000123358	1.00261844761449e-16	-0.804417798838055	0.239	0.712	3.23685339627861e-12	NR4A1	0.335674157303371
ENSG00000052126	1.12629861740377e-16	-0.710099809989114	0.19	0.687	3.63614245642633e-12	PLEKHA5	0.276564774381368
ENSG00000134533	1.44952723989131e-16	-0.891449880383367	0.249	0.761	4.6796537412651e-12	RERG	0.327201051248357
ENSG00000113742	1.46236078814103e-16	-0.742862162253357	0.22	0.73	4.72108556843452e-12	CPEB4	0.301369863013699
ENSG00000198162	1.5783701648542e-16	-0.783179725915955	0.259	0.761	5.09561024021531e-12	MAN1A2	0.340341655716163
ENSG00000127481	1.68066367488865e-16	-0.686176050241394	0.195	0.675	5.42585460801051e-12	UBR4	0.288888888888889
ENSG00000077942	1.98006600520645e-16	-0.660855590260598	0.337	0.847	6.3924450912085e-12	FBLN1	0.397874852420307
ENSG00000048052	2.18417432523816e-16	-1.18047000529839	0.268	0.785	7.05138839159888e-12	HDAC9	0.34140127388535
ENSG00000109339	3.26336343276808e-16	-0.847062618642423	0.19	0.663	1.05354425063485e-11	MAPK10	0.28657616892911
ENSG00000143776	3.85245811779533e-16	-0.823909066020489	0.215	0.681	1.24372757874904e-11	CDC42BPA	0.315712187958884
ENSG00000164188	4.46891252754665e-16	-0.970576213062685	0.156	0.601	1.44274372039316e-11	RANBP3L	0.259567387687188
ENSG00000114861	5.0861768179536e-16	-0.820063150554214	0.307	0.859	1.64202132390814e-11	FOXP1	0.357392316647264
ENSG00000109099	5.80755725154016e-16	-0.594143095838418	0.244	0.755	1.87491178308722e-11	PMP22	0.32317880794702
ENSG00000123146	7.87311050022396e-16	-0.600579011007397	0.156	0.607	2.5417549938923e-11	ADGRE5	0.257001647446458
ENSG00000151914	7.91500349149981e-16	-0.614602792166533	0.41	0.963	2.5552797271958e-11	DST	0.425752855659398
ENSG00000197971	1.10731434673379e-15	-0.644763703879183	0.332	0.896	3.57485363699538e-11	MBP	0.370535714285714
ENSG00000176658	1.1082198244221e-15	-0.655382892720833	0.21	0.693	3.5777768811643e-11	MYO1D	0.303030303030303
ENSG00000122257	1.41681238581245e-15	-0.615919583932389	0.215	0.699	4.5740371063569e-11	RBBP6	0.30758226037196
ENSG00000171681	1.44763069698526e-15	-0.609592842617955	0.151	0.583	4.67353094214723e-11	ATF7IP	0.259005145797599
ENSG00000164684	1.48309086065621e-15	-0.813409680301828	0.102	0.497	4.78801053454251e-11	ZNF704	0.20523138832998
ENSG00000100490	1.53024688898119e-15	-0.672910787125226	0.161	0.607	4.94024905638689e-11	CDKL1	0.265238879736409
ENSG00000090339	1.96381436822744e-15	-0.756427501779823	0.117	0.509	6.33997830638548e-11	ICAM1	0.229862475442043
ENSG00000118526	2.34147283867212e-15	-0.978751026235379	0.273	0.724	7.55921091236906e-11	TCF21	0.37707182320442
ENSG00000137809	2.41330763772046e-15	-0.605153946205568	0.171	0.632	7.79112237761674e-11	ITGA11	0.270569620253165
ENSG00000182621	2.42415678540258e-15	-0.670017120748132	0.166	0.607	7.82614776599367e-11	PLCB1	0.273476112026359
ENSG00000100592	2.45530922805807e-15	-0.690252714340732	0.273	0.779	7.92672031186269e-11	DAAM1	0.350449293966624
ENSG00000184347	2.85471317438992e-15	-0.946559478709809	0.156	0.571	9.21615601220041e-11	SLIT3	0.273204903677758
ENSG00000177990	3.21796570279939e-15	-1.07573251006973	0.171	0.589	1.03888804749175e-10	DPY19L2	0.290322580645161
ENSG00000134352	4.01372720701144e-15	-0.680461450359273	0.254	0.748	1.29579169151157e-10	IL6ST	0.339572192513369
ENSG00000166148	4.10826572931998e-15	-0.612472136082686	0.107	0.497	1.32631250805366e-10	AVPR1A	0.215291750503018
ENSG00000182185	4.87484611955244e-15	-1.79616896940493	0.244	0.699	1.57379532123631e-10	RAD51B	0.349070100143062
ENSG00000111799	5.31327397037687e-15	-0.78148526136906	0.122	0.515	1.71533736859647e-10	COL12A1	0.236893203883495
ENSG00000156113	5.72192390193722e-15	-0.629034964188525	0.273	0.767	1.84726591250141e-10	KCNMA1	0.355932203389831
ENSG00000177425	5.87307594552461e-15	-0.588881357007646	0.317	0.853	1.89606383825317e-10	PAWR	0.371629542790152
ENSG00000185664	6.27958311166851e-15	-1.04048330769546	0.322	0.755	2.02730061177106e-10	PMEL	0.426490066225166
ENSG00000109906	7.14434503667806e-15	-0.768529179975597	0.312	0.847	2.30648035164114e-10	ZBTB16	0.368358913813459
ENSG00000125740	8.11564100214159e-15	-1.12607702849233	0.176	0.583	2.62005354113139e-10	FOSB	0.30188679245283
ENSG00000136235	8.39010860902482e-15	-0.72540207551326	0.38	0.865	2.70866266333757e-10	GPNMB	0.439306358381503
ENSG00000152413	8.39247471616071e-15	-0.593092497113408	0.146	0.564	2.70942653736532e-10	HOMER1	0.25886524822695
ENSG00000173334	9.18091204235913e-15	-0.699951992131529	0.117	0.503	2.96396564375522e-10	TRIB1	0.232604373757455
ENSG00000128016	9.67404886871508e-15	-1.44317147097163	0.429	0.816	3.12316993677598e-10	ZFP36	0.525735294117647
ENSG00000091039	1.02365768375201e-14	-0.706343456930675	0.395	0.92	3.30477646622499e-10	OSBPL8	0.429347826086957
ENSG00000090905	1.41376661480341e-14	-0.748995689544522	0.249	0.724	4.56420413923134e-10	TNRC6A	0.343922651933702
ENSG00000185650	1.47357728532408e-14	-0.837271012179917	0.449	0.914	4.75729690794025e-10	ZFP36L1	0.491247264770241
ENSG00000186314	1.49289647066913e-14	-1.02689613267092	0.21	0.656	4.81966696590822e-10	PRELID2	0.320121951219512
ENSG00000196782	1.61327323696588e-14	-1.28509469981862	0.102	0.466	5.20829131822064e-10	MAML3	0.218884120171674
ENSG00000183023	1.6477178173716e-14	-1.38159932574811	0.302	0.779	5.31949220160249e-10	SLC8A1	0.387676508344031
ENSG00000031003	1.68870508401241e-14	-0.610011017738712	0.166	0.589	5.45181549322565e-10	FAM13B	0.281833616298812
ENSG00000168066	1.72313248212392e-14	-0.604494937581657	0.259	0.742	5.56296090528888e-10	SF1	0.349056603773585
ENSG00000160888	2.06035623638139e-14	-1.07089464826512	0.278	0.718	6.65165407353368e-10	IER2	0.387186629526462
ENSG00000159388	2.08222765884411e-14	-0.677807008629672	0.254	0.736	6.72226377381231e-10	BTG2	0.345108695652174
ENSG00000091831	2.12343320525275e-14	-0.761125756708772	0.224	0.675	6.85529175983798e-10	ESR1	0.331851851851852
ENSG00000135931	2.36595132580502e-14	-0.960517787323692	0.215	0.656	7.63823726022894e-10	ARMC9	0.327743902439024
ENSG00000142156	2.50345751920934e-14	-0.660788729781433	0.293	0.773	8.08216225501544e-10	COL6A1	0.379042690815006
ENSG00000100345	2.54592437565323e-14	-0.622852919705588	0.385	0.914	8.21926225435888e-10	MYH9	0.421225382932166
ENSG00000146374	2.74165524491663e-14	-0.815419237792053	0.22	0.656	8.85115979268885e-10	RSPO3	0.335365853658537
ENSG00000228253	2.86947183579499e-14	-1.20080580610333	0.21	0.601	9.26380287468055e-10	MT-ATP8	0.349417637271215
ENSG00000167081	2.93609096200239e-14	-0.791636589534348	0.156	0.564	9.47887606172851e-10	PBX3	0.276595744680851
ENSG00000171223	3.13276970253459e-14	-1.03491411040854	0.4	0.798	1.01138337076627e-09	JUNB	0.50125313283208
ENSG00000162772	3.66350695989713e-14	-1.03225288943439	0.229	0.644	1.18272658693319e-09	ATF3	0.355590062111801
ENSG00000165434	3.84039476557702e-14	-0.621815587033598	0.127	0.521	1.23983304611888e-09	PGM2L1	0.243761996161228
ENSG00000083544	5.48238810494942e-14	-0.675181712640441	0.249	0.712	1.76993417580187e-09	TDRD3	0.349719101123595
ENSG00000126777	5.74300032917166e-14	-0.658079615644955	0.429	0.933	1.85407022626978e-09	KTN1	0.459807073954984
ENSG00000231817	7.45836612518356e-14	-0.597464699691205	0.088	0.442	2.40785891985426e-09	LINC01198	0.199095022624434
ENSG00000213949	8.85628545247401e-14	-1.12990705832457	0.176	0.583	2.85916319547671e-09	ITGA1	0.30188679245283
ENSG00000130203	1.13514105557282e-13	-1.1640231654645	0.459	0.828	3.66468938381128e-09	APOE	0.554347826086957
ENSG00000079102	1.32649021404366e-13	-0.926178758656018	0.078	0.405	4.28244100701856e-09	RUNX1T1	0.192592592592593
ENSG00000124766	1.34545132504233e-13	-0.703485662999381	0.215	0.65	4.34365505776667e-09	SOX4	0.330769230769231
ENSG00000104517	1.36288122085486e-13	-0.677425131362331	0.2	0.638	4.39992573340783e-09	UBR5	0.313479623824451
ENSG00000136111	1.48372204429739e-13	-0.679443914591801	0.141	0.534	4.79004824780968e-09	TBC1D4	0.264044943820225
ENSG00000115504	1.74452717584532e-13	-0.788876401574322	0.176	0.583	5.63203153449903e-09	EHBP1	0.30188679245283
ENSG00000120594	2.09195892908761e-13	-0.832924774934551	0.185	0.601	6.75368020666644e-09	PLXDC2	0.307820299500832
ENSG00000204256	2.50839715401738e-13	-0.662513459245446	0.195	0.613	8.0981093720297e-09	BRD2	0.31810766721044
ENSG00000150347	2.80378565100795e-13	-0.606487539333741	0.468	0.988	9.05174159571408e-09	ARID5B	0.473684210526316
ENSG00000106483	2.80625899659817e-13	-1.88942974603027	0.185	0.546	9.05972654461752e-09	SFRP4	0.338827838827839
ENSG00000130226	3.40410795705249e-13	-0.648185330215583	0.18	0.589	1.09898221285483e-08	DPP6	0.305602716468591
ENSG00000075223	3.895828421829e-13	-0.626895113864355	0.19	0.62	1.25772924770328e-08	SEMA3C	0.306451612903226
ENSG00000153707	4.88576401862837e-13	-0.65609641159568	0.117	0.485	1.57732005577398e-08	PTPRD	0.241237113402062
ENSG00000153814	5.14256545640658e-13	-0.743017725349715	0.351	0.847	1.6602258319463e-08	JAZF1	0.414403778040142
ENSG00000116667	5.37682838450534e-13	-0.612180440654919	0.263	0.73	1.7358552756537e-08	C1orf21	0.36027397260274
ENSG00000155970	6.01098228237425e-13	-0.617804215305736	0.102	0.448	1.9405855200417e-08	MICU3	0.227678571428571
ENSG00000241956	6.332626536998e-13	-1.74667448613616	0.088	0.417	2.04442515120443e-08	AC109466.1	0.211031175059952
ENSG00000198695	6.38976564201835e-13	-1.13920808035288	0.215	0.589	2.0628719398692e-08	MT-ND6	0.365025466893039
ENSG00000138735	6.54406435176027e-13	-0.800610964331613	0.117	0.479	2.11268573532228e-08	PDE5A	0.244258872651357
ENSG00000187498	7.43907185848692e-13	-0.667343039491273	0.249	0.699	2.40162995879392e-08	COL4A1	0.356223175965665
ENSG00000165078	8.09776327033582e-13	-0.888048406822457	0.19	0.589	2.61428189419522e-08	CPA6	0.32258064516129
ENSG00000099860	8.26904131978266e-13	-0.900280173740029	0.254	0.675	2.66957729967863e-08	GADD45B	0.376296296296296
ENSG00000156687	8.99502124264667e-13	-1.57408220027818	0.122	0.466	2.90395265797605e-08	UNC5D	0.261802575107296
ENSG00000196924	9.44177500325734e-13	-0.609420846164322	0.454	0.877	3.0481826420516e-08	FLNA	0.517673888255416
ENSG00000154736	9.83642996275467e-13	-0.670730736454897	0.073	0.393	3.17559304917572e-08	ADAMTS5	0.185750636132315
ENSG00000143772	1.43371094422482e-12	-0.651864846378729	0.205	0.626	4.6285924123354e-08	ITPKB	0.327476038338658
ENSG00000198947	1.45781520990347e-12	-0.633507415793028	0.244	0.699	4.70641062365237e-08	DMD	0.349070100143062
ENSG00000117868	1.68927144958839e-12	-0.935091448530781	0.2	0.607	5.45364394785116e-08	ESYT2	0.329489291598023
ENSG00000107242	1.84701154761768e-12	-0.602740932638999	0.107	0.46	5.96289208032892e-08	PIP5K1B	0.232608695652174
ENSG00000059804	2.71547547661975e-12	-0.660290779288699	0.18	0.564	8.76664102871919e-08	SLC2A3	0.319148936170213
ENSG00000171444	3.30460539107143e-12	-0.642506205292221	0.093	0.417	1.0668588044535e-07	MCC	0.223021582733813
ENSG00000145687	4.30545656257359e-12	-0.710383506706516	0.18	0.571	1.38997359666126e-07	SSBP2	0.31523642732049
ENSG00000212907	5.80190661117031e-12	-1.23598294021446	0.322	0.687	1.87308753035022e-07	MT-ND4L	0.468704512372635
ENSG00000133083	6.17579793451167e-12	-0.894182448218839	0.068	0.362	1.99379460517775e-07	DCLK1	0.187845303867403
ENSG00000184613	8.9098230161121e-12	-0.616591207039005	0.166	0.528	2.87644726252163e-07	NELL2	0.314393939393939
ENSG00000148737	8.95521143998049e-12	-0.610896223835718	0.146	0.503	2.8911004612833e-07	TCF7L2	0.290258449304175
ENSG00000171791	9.57039876793613e-12	-0.821720380875302	0.18	0.546	3.0897075382405e-07	BCL2	0.32967032967033
ENSG00000183722	1.09564450818158e-11	-1.06011077122184	0.512	0.957	3.53717873021342e-07	LHFPL6	0.535005224660397
ENSG00000188641	1.09865740212754e-11	-0.837509845747526	0.156	0.515	3.54690555702855e-07	DPYD	0.302912621359223
ENSG00000136141	1.18189035769115e-11	-0.878286264027682	0.215	0.601	3.81561483077011e-07	LRCH1	0.357737104825291
ENSG00000115414	1.65417023994955e-11	-0.791350943705461	0.2	0.583	5.34032320265313e-07	FN1	0.343053173241853
ENSG00000008277	2.30071073041589e-11	-0.819769358768979	0.059	0.331	7.42761452207465e-07	ADAM22	0.178247734138973
ENSG00000165914	3.07822304526917e-11	-1.10719705039167	0.166	0.491	9.93773527934699e-07	TTC7B	0.338085539714868
ENSG00000163697	3.32435767207578e-11	-0.613211534712117	0.224	0.613	1.07323563085294e-06	APBB2	0.365415986949429
ENSG00000185483	3.4522758458067e-11	-0.726773672893868	0.185	0.558	1.11453273406023e-06	ROR1	0.331541218637993
ENSG00000215386	3.92851106898059e-11	-0.684379683565231	0.268	0.693	1.26828051350969e-06	MIR99AHG	0.386724386724387
ENSG00000081803	4.31646894668434e-11	-0.659887575951988	0.161	0.521	1.39352883474757e-06	CADPS2	0.309021113243762
ENSG00000115368	4.35377749125165e-11	-0.586588088662733	0.151	0.503	1.40557352527568e-06	WDR75	0.300198807157058
ENSG00000135842	6.26666426756978e-11	-0.601447550469036	0.283	0.718	2.02312989214223e-06	NIBAN1	0.394150417827298
ENSG00000152583	1.01615226628286e-10	-0.67239697729397	0.424	0.785	3.28054597646757e-06	SPARCL1	0.540127388535032
ENSG00000164587	1.54674515920347e-10	0.975578899072322	0.878	0.847	4.99351207197247e-06	RPS14	1.03659976387249
ENSG00000185532	2.18849002317663e-10	-0.69583744829507	0.205	0.571	7.06532119082344e-06	PRKG1	0.359019264448336
ENSG00000145808	2.23563265763116e-10	-0.755876156206434	0.088	0.374	7.21751647189643e-06	ADAMTS19	0.235294117647059
ENSG00000154655	2.4201866431913e-10	-0.662077256030164	0.205	0.577	7.81333055887881e-06	L3MBTL4	0.35528596187175
