p_val	avg_log2FC	pct.1	pct.2	p_val_adj	symbol	pct.fc
ENSG00000198786	2.42388829642037e-10	-0.913580216451791	0.444	0.767	7.82528097616352e-06	MT-ND5	0.578878748370274
ENSG00000165995	2.46134253361363e-10	-0.794411394146329	0.156	0.491	7.94619823551825e-06	CACNB2	0.317718940936864
ENSG00000033122	2.48980907895895e-10	-1.54430493478624	0.068	0.325	8.03809963051109e-06	LRRC7	0.209230769230769
ENSG00000083067	2.58298345898056e-10	-0.593378886798193	0.073	0.35	8.33890379897285e-06	TRPM3	0.208571428571429
ENSG00000138829	3.09797774983048e-10	-0.800281183856964	0.127	0.442	1.00015113675527e-05	FBN2	0.287330316742081
ENSG00000136942	3.24668646135162e-10	1.20974833304501	0.82	0.785	1.04816025718276e-05	RPL35	1.04458598726115
ENSG00000184557	3.55634251795442e-10	-0.647256548233195	0.224	0.558	1.1481296184964e-05	SOCS3	0.401433691756272
ENSG00000229117	3.78065972929212e-10	1.26156873742772	0.883	0.896	1.22054818700467e-05	RPL41	0.985491071428571
ENSG00000147421	4.22036847550624e-10	-0.851301481363998	0.127	0.417	1.36250375863244e-05	HMBOX1	0.304556354916067
ENSG00000117020	4.53110354357225e-10	-0.629771128524775	0.195	0.546	1.46282146800686e-05	AKT3	0.357142857142857
ENSG00000169306	4.70725620490336e-10	-1.25601301299714	0.054	0.301	1.519690593191e-05	IL1RAPL1	0.179401993355482
ENSG00000151150	4.84588287988301e-10	-0.648666904677546	0.137	0.448	1.56444482894143e-05	ANK3	0.305803571428571
ENSG00000185022	7.18084977906742e-10	-0.616030387579937	0.22	0.564	2.31826554267412e-05	MAFF	0.390070921985816
ENSG00000138639	8.65564110975238e-10	-0.942823789280192	0.141	0.442	2.79438717587246e-05	ARHGAP24	0.319004524886878
ENSG00000145431	9.38792104567372e-10	-0.614881727374269	0.117	0.417	3.0307964303853e-05	PDGFC	0.280575539568345
ENSG00000115419	9.42584368322553e-10	-0.603504930946077	0.21	0.577	3.04303937469253e-05	GLS	0.363951473136915
ENSG00000137801	1.00414327907507e-09	-0.605535201002727	0.239	0.607	3.24177616216595e-05	THBS1	0.393739703459638
ENSG00000174373	1.02703185497312e-09	-0.604439125214927	0.195	0.534	3.31566964059521e-05	RALGAPA1	0.365168539325843
ENSG00000237187	1.03419424417208e-09	-0.732326805607147	0.127	0.417	3.33879269788513e-05	NR2F1-AS1	0.304556354916067
ENSG00000272168	1.07163860870538e-09	-0.590614508490768	0.107	0.393	3.45967808434446e-05	CASC15	0.272264631043257
ENSG00000137501	1.19054011137718e-09	-0.603086974031382	0.122	0.423	3.8435396955701e-05	SYTL2	0.288416075650118
ENSG00000101333	1.43935673235224e-09	-0.725246674050404	0.107	0.387	4.64681927472597e-05	PLCB4	0.276485788113695
ENSG00000172572	1.83297293652142e-09	-1.41261665920646	0.18	0.479	5.91756982826576e-05	PDE3A	0.375782881002088
ENSG00000177103	1.83952307116166e-09	-0.694480551931187	0.015	0.202	5.93871628293831e-05	DSCAML1	0.0742574257425743
ENSG00000115738	1.94749774676593e-09	-0.60180721381342	0.376	0.748	6.28730172565912e-05	ID2	0.502673796791444
ENSG00000137154	2.19627512420148e-09	0.915525147892502	0.893	0.847	7.09045461097206e-05	RPS6	1.0543093270366
ENSG00000047648	2.41838712680788e-09	-0.846799792474066	0.146	0.442	7.80752100018658e-05	ARHGAP6	0.330316742081448
ENSG00000185305	2.91856437650389e-09	-1.01374543965202	0.112	0.38	9.42229323310517e-05	ARL15	0.294736842105263
ENSG00000149256	3.13214618573427e-09	-0.88031941061167	0.083	0.331	0.000101118207460245	TENM4	0.250755287009063
ENSG00000198727	3.22481669254799e-09	-0.884605070501359	0.615	0.847	0.000104109982102219	MT-CYB	0.726092089728453
ENSG00000183580	3.59809580126246e-09	-1.03995221556085	0.195	0.515	0.000116160924847957	FBXL7	0.378640776699029
ENSG00000100784	3.60688910168875e-09	-0.656606333951088	0.132	0.411	0.00011644480775892	RPS6KA5	0.321167883211679
ENSG00000184384	5.03359773200974e-09	-0.669610121671452	0.2	0.521	0.000162504669180203	MAML2	0.383877159309021
ENSG00000269028	5.53726366012016e-09	-0.656504125343594	0.293	0.583	0.000178765020003319	MTRNR2L12	0.502572898799314
ENSG00000271945	5.60359179722824e-09	-1.11366889337743	0.063	0.294	0.000180906357581716	AL355612.1	0.214285714285714
ENSG00000253524	5.95471884841519e-09	-0.754885780860791	0.068	0.313	0.000192242143302236	AC124290.2	0.217252396166134
ENSG00000158528	6.77474342393312e-09	-0.655044038222184	0.127	0.405	0.000218715816698257	PPP1R9A	0.31358024691358
ENSG00000143878	7.45739077993756e-09	-0.812742227086277	0.42	0.755	0.000240754403939504	RHOB	0.556291390728477
ENSG00000173273	1.04259876752685e-08	-0.605026439094168	0.151	0.436	0.000336592586108369	TNKS	0.346330275229358
ENSG00000231607	1.11209047139942e-08	-1.03113429954366	0.137	0.405	0.00035902728778659	DLEU2	0.338271604938272
ENSG00000124496	1.12887337045231e-08	-0.645483182655733	0.132	0.399	0.000364445478916824	TRERF1	0.330827067669173
ENSG00000119522	1.23018866265203e-08	-0.645086664709718	0.127	0.393	0.000397154107850583	DENND1A	0.323155216284987
ENSG00000151422	1.25995401862116e-08	-0.732869784194945	0.185	0.497	0.000406763555371655	FER	0.372233400402414
ENSG00000167526	1.59742335654227e-08	0.881932189020669	0.893	0.883	0.000515712156426105	RPL13	1.01132502831257
ENSG00000183287	1.84790162983629e-08	-0.707602044509143	0.132	0.405	0.000596576562176348	CCBE1	0.325925925925926
ENSG00000134769	1.94493416665766e-08	-0.732714183129707	0.146	0.429	0.000627902546363758	DTNA	0.34032634032634
ENSG00000157110	2.0033032168201e-08	-0.79581844499924	0.537	0.957	0.000646746410518203	RBPMS	0.561128526645768
ENSG00000114423	2.0094744687537e-08	-0.630462295510605	0.21	0.534	0.000648738737492444	CBLB	0.393258426966292
ENSG00000118181	2.50322696125539e-08	0.95711844295416	0.834	0.822	0.000808141792171691	RPS25	1.01459854014599
ENSG00000122026	2.84599699291882e-08	1.19623940790795	0.868	0.853	0.000918801669193912	RPL21	1.01758499413834
ENSG00000198589	3.11181970536635e-08	-0.618173582124643	0.137	0.405	0.00100461987368047	LRBA	0.338271604938272
ENSG00000198242	3.26736740603656e-08	0.982350882568517	0.844	0.84	0.00105483689336484	RPL23A	1.0047619047619
ENSG00000177954	3.58195406176246e-08	0.997113480764394	0.863	0.871	0.00115639804929939	RPS27	0.990815154994259
ENSG00000133687	4.05407458382211e-08	-0.589917709326977	0.068	0.288	0.00130881743864113	TMTC1	0.236111111111111
ENSG00000184903	4.49782754368285e-08	-0.920421169672537	0.21	0.503	0.00145207864420257	IMMP2L	0.417495029821074
ENSG00000112096	6.42858848497585e-08	-0.585080448357784	0.444	0.779	0.0020754055064896	SOD2	0.569961489088575
ENSG00000198712	6.79371884268941e-08	-0.720114095279374	0.654	0.859	0.00219328419117385	MT-CO2	0.761350407450524
ENSG00000156049	6.82862181614293e-08	-0.708256920358291	0.117	0.368	0.00220455226712358	GNA14	0.317934782608696
ENSG00000151090	6.84378896447365e-08	-0.975438593627816	0.151	0.411	0.00220944882929067	THRB	0.367396593673966
ENSG00000139220	7.48949043578828e-08	-0.609339759472559	0.049	0.245	0.00241790709228989	PPFIA2	0.2
ENSG00000162687	7.61368871762656e-08	-0.704158089166682	0.059	0.264	0.00245800326559856	KCNT2	0.223484848484848
ENSG00000109475	7.92699843421159e-08	0.834256227764896	0.859	0.853	0.00255915217450087	RPL34	1.00703399765533
ENSG00000115252	9.30715976302952e-08	-0.754169974279482	0.068	0.282	0.00300472345789645	PDE1A	0.24113475177305
ENSG00000172915	1.02217615590679e-07	-0.603151843729625	0.171	0.448	0.00329999350172947	NBEA	0.381696428571429
ENSG00000148655	1.09383515955048e-07	-0.709741022502367	0.21	0.497	0.00353133742909278	LRMDA	0.422535211267606
ENSG00000236790	1.12715189489423e-07	-0.938906621049638	0.078	0.288	0.00363889717747653	LINC00299	0.270833333333333
ENSG00000144713	1.22859362730047e-07	0.820579547906211	0.883	0.804	0.00396639166637684	RPL32	1.09825870646766
ENSG00000169946	1.27921441467214e-07	-1.26188381937844	0.18	0.429	0.00412981581632753	ZFPM2	0.41958041958042
ENSG00000197756	1.62061593172206e-07	1.00974730239814	0.878	0.816	0.0052319964739715	RPL37A	1.07598039215686
ENSG00000104332	1.83436859002666e-07	-1.13003460611478	0.059	0.252	0.00592207555604208	SFRP1	0.234126984126984
ENSG00000198795	2.06697155705015e-07	-0.664484592395397	0.117	0.356	0.0066730109747807	ZNF521	0.328651685393258
ENSG00000197958	2.08206649549535e-07	0.84973769399732	0.859	0.84	0.00672174347405719	RPL12	1.02261904761905
ENSG00000227028	2.61194452934623e-07	-0.625211412364293	0.059	0.245	0.00843240171854138	SLC8A1-AS1	0.240816326530612
ENSG00000154645	2.83587366841384e-07	-0.642572412468297	0.054	0.245	0.00915533455110725	CHODL	0.220408163265306
ENSG00000145743	2.96408686472966e-07	-0.67458248457117	0.117	0.35	0.00956925803409322	FBXL17	0.334285714285714
ENSG00000130255	3.08320018125174e-07	0.825023584996713	0.78	0.785	0.0099538034651531	RPL36	0.993630573248408
ENSG00000233927	3.10022229859783e-07	0.741984874697308	0.878	0.816	0.0100087576687932	RPS28	1.07598039215686
ENSG00000247809	3.19174942997731e-07	-0.946310226572783	0.098	0.307	0.0103042438597387	NR2F2-AS1	0.319218241042345
ENSG00000144331	3.52879990181086e-07	-0.767799663905819	0.156	0.411	0.0113923776030062	ZNF385B	0.37956204379562
ENSG00000198938	3.59892598805611e-07	-0.666400278926791	0.668	0.834	0.0116187726598404	MT-CO3	0.800959232613909
ENSG00000198804	3.91037309347067e-07	-0.746315970965957	0.702	0.865	0.0126242484949607	MT-CO1	0.811560693641618
ENSG00000213741	4.54530746785874e-07	1.49112072234342	0.751	0.798	0.0146740706292352	RPS29	0.941102756892231
ENSG00000163682	4.61603399510119e-07	0.812551449170226	0.849	0.84	0.0149024041497847	RPL9	1.01071428571429
ENSG00000145439	4.7558202748897e-07	-0.681646211418798	0.122	0.344	0.0153536901754539	CBR4	0.354651162790698
ENSG00000166006	4.78872712060941e-07	-0.865737875111793	0.18	0.436	0.0154599266361754	KCNC2	0.412844036697248
ENSG00000120907	5.00978291481829e-07	-0.726721742428735	0.083	0.288	0.0161735831621994	ADRA1A	0.288194444444444
ENSG00000161970	5.69829174255618e-07	1.31386264255807	0.79	0.804	0.0183963650616684	RPL26	0.982587064676617
ENSG00000117569	5.96005521388829e-07	-0.602905088240123	0.18	0.448	0.019241442252517	PTBP2	0.401785714285714
ENSG00000198467	5.97319826923795e-07	1.07708129483265	0.898	0.896	0.0192838732924078	TPM2	1.00223214285714
ENSG00000260658	6.2827446727698e-07	-0.590502552127446	0.054	0.239	0.02028321290157	AC138305.1	0.225941422594142
ENSG00000182899	6.49388534675187e-07	0.679640369347113	0.863	0.81	0.0209648594534537	RPL35A	1.06543209876543
ENSG00000172809	6.89273260546799e-07	1.22247705845988	0.737	0.773	0.0222524979434928	RPL38	0.953428201811125
ENSG00000100316	6.93295575093401e-07	0.822916192432521	0.844	0.816	0.0223823543463153	RPL3	1.0343137254902
ENSG00000143947	8.0369152425777e-07	0.709942779242744	0.873	0.877	0.0259463771691379	RPS27A	0.995438996579247
ENSG00000177570	8.38531997832129e-07	-0.624268852590872	0.063	0.245	0.0270711670180125	SAMD12	0.257142857142857
ENSG00000114757	8.51741491635392e-07	-0.676039000114163	0.049	0.227	0.027497622315957	PEX5L	0.215859030837004
ENSG00000116117	8.55928021312524e-07	-0.873059710512871	0.166	0.399	0.0276327802400535	PARD3B	0.416040100250627
ENSG00000135298	8.6116773072582e-07	-0.717639656410646	0.063	0.252	0.0278019390187524	ADGRB3	0.25
ENSG00000147604	9.77203886747116e-07	1.07027535822052	0.815	0.84	0.0315480502797439	RPL7	0.970238095238095
ENSG00000198918	1.03259221602385e-06	0.824419229282081	0.844	0.767	0.0333362071021138	RPL39	1.10039113428944
ENSG00000185420	1.13276168310188e-06	-0.648858784409909	0.146	0.387	0.0365700781772611	SMYD3	0.377260981912145
ENSG00000273149	1.32916106911047e-06	-0.585639221885759	0.151	0.387	0.0429106359551623	AL138963.4	0.390180878552972
ENSG00000259255	1.33124237747981e-06	-0.780235799461384	0.044	0.209	0.042977828914558	AC073941.1	0.210526315789474
ENSG00000150672	1.34981963963783e-06	-1.27808337557724	0.19	0.423	0.0435775772460678	DLG2	0.449172576832151
ENSG00000138326	1.36125333482226e-06	0.791305192154245	0.844	0.84	0.043946702661402	RPS24	1.0047619047619
ENSG00000177600	1.47192957414566e-06	0.719984918486654	0.878	0.828	0.0475197743717185	RPLP2	1.06038647342995
ENSG00000142541	1.51646636027119e-06	1.187693800194	0.859	0.877	0.0489575999749951	RPL13A	0.979475484606613
ENSG00000069667	1.57386644035119e-06	-0.972407256629091	0.19	0.423	0.0508107041602978	RORA	0.449172576832151
ENSG00000038945	1.70082347369449e-06	-0.585356536670376	0.083	0.276	0.0549093850247528	MSR1	0.300724637681159
ENSG00000105640	1.84766111250209e-06	0.886630699495854	0.834	0.828	0.0596498913560174	RPL18A	1.00724637681159
ENSG00000185565	1.87517229791391e-06	-0.9715591236106	0.083	0.27	0.0605380624658527	LSAMP	0.307407407407407
ENSG00000131469	1.95558120842466e-06	0.982547242810587	0.756	0.773	0.0631339837327817	RPL27	0.978007761966365
ENSG00000230590	1.97638925794882e-06	-0.936370744191876	0.239	0.485	0.0638057508036196	FTX	0.492783505154639
ENSG00000138134	2.01050842680314e-06	-0.617279396529762	0.137	0.35	0.0649072540509127	STAMBPL1	0.391428571428571
ENSG00000128512	2.24790153110952e-06	-0.69146250598816	0.122	0.344	0.0725712530303396	DOCK4	0.354651162790698
ENSG00000142937	3.21163644699475e-06	0.673574854067928	0.888	0.834	0.103684471054778	RPS8	1.06474820143885
ENSG00000235244	3.43133233890287e-06	-0.679694353528624	0.102	0.288	0.11077713322914	DANT2	0.354166666666667
ENSG00000231500	3.4787471298501e-06	0.945476377032412	0.854	0.828	0.112307872340081	RPS18	1.03140096618358
ENSG00000204406	3.50486555700615e-06	-0.881627113008762	0.146	0.362	0.113151079642386	MBD5	0.403314917127072
ENSG00000143995	3.51656967940014e-06	-0.65215056251622	0.083	0.258	0.113528935529754	MEIS1	0.321705426356589
ENSG00000143919	3.619078110444e-06	-0.596320947631373	0.132	0.344	0.116838317717574	CAMKMT	0.383720930232558
ENSG00000186153	4.1652751766768e-06	-0.84295977728215	0.185	0.411	0.134471743803834	WWOX	0.450121654501217
ENSG00000183960	4.22668557835469e-06	-0.723417271507589	0.088	0.276	0.136454317211603	KCNH8	0.318840579710145
ENSG00000114391	4.93224642902889e-06	0.661836132961845	0.82	0.853	0.159232643714769	RPL24	0.961313012895662
ENSG00000115268	5.39907991145899e-06	0.735061197549487	0.79	0.822	0.174303895861542	RPS15	0.961070559610706
ENSG00000224957	5.74855423200364e-06	-0.660322724382286	0.059	0.221	0.185586324826006	LINC01266	0.266968325791855
ENSG00000253452	5.90817287832386e-06	-0.631247874552585	0.063	0.233	0.190739453203808	AC124290.1	0.270386266094421
ENSG00000165966	5.91905718569121e-06	-0.590803657856889	0.088	0.276	0.191090842182855	PDZRN4	0.318840579710145
ENSG00000166441	6.04812236733308e-06	1.23256773588351	0.79	0.877	0.195257582506981	RPL27A	0.900798175598632
ENSG00000137872	6.60285255415065e-06	-0.731499177668235	0.068	0.239	0.2131664918582	SEMA6D	0.284518828451883
ENSG00000142676	7.34163043387728e-06	0.642470398128228	0.873	0.834	0.237017196927294	RPL11	1.04676258992806
ENSG00000225937	7.53599350185235e-06	-0.643065255512031	0.054	0.209	0.243292014213801	PCA3	0.258373205741627
ENSG00000140264	8.60193685569499e-06	0.839677481607286	0.79	0.822	0.277704929449257	SERF2	0.961070559610706
ENSG00000198755	9.08521748420884e-06	0.789549283964259	0.815	0.804	0.293307161260198	RPL10A	1.0136815920398
ENSG00000253496	1.06708093308686e-05	-0.859048224613428	0.054	0.202	0.344496408437763	AC011586.2	0.267326732673267
ENSG00000174748	1.24982921570135e-05	0.669583327810041	0.859	0.84	0.403494863997025	RPL15	1.02261904761905
ENSG00000142534	1.30457938455825e-05	0.952207831197747	0.785	0.834	0.421170408510786	RPS11	0.941247002398082
ENSG00000140988	2.07943894073609e-05	0.78124609185619	0.824	0.834	0.671326067627241	RPS2	0.988009592326139
ENSG00000134419	2.15431427336233e-05	0.68307366679936	0.829	0.834	0.695498820012294	RPS15A	0.99400479616307
ENSG00000134343	2.23912852080318e-05	-1.34261922868761	0.088	0.252	0.722880251656097	ANO3	0.349206349206349
ENSG00000198763	2.29445340727898e-05	-0.631390074314528	0.571	0.798	0.740741338005947	MT-ND2	0.715538847117794
ENSG00000249252	2.42270784072627e-05	-0.792126683668242	0.073	0.227	0.782146999300067	AC098829.1	0.3215859030837
ENSG00000102309	2.55708343858703e-05	0.611622282279514	0.244	0.558	0.825528817313438	PIN4	0.437275985663082
ENSG00000253693	3.44837782115934e-05	-0.775522071753038	0.059	0.202	1	AC008415.1	0.292079207920792
ENSG00000143933	3.6367741988805e-05	1.59085580921827	0.624	0.706	1	CALM2	0.88385269121813
ENSG00000134532	3.66972460515543e-05	-0.977647273025855	0.146	0.319	1	SOX5	0.457680250783699
ENSG00000137818	3.71430163579863e-05	0.627731635224653	0.922	0.926	1	RPLP1	0.995680345572354
ENSG00000184983	3.77455283138397e-05	0.628063021408458	0.293	0.632	1	NDUFA6	0.463607594936709
ENSG00000145425	4.01235181528372e-05	0.648926149955471	0.844	0.877	1	RPS3A	0.962371721778791
ENSG00000127184	4.193454250615e-05	0.705363298223818	0.785	0.736	1	COX7C	1.06657608695652
ENSG00000171863	4.1985948821011e-05	0.6272525805661	0.82	0.779	1	RPS7	1.05263157894737
ENSG00000116251	4.44180682496274e-05	0.764392211740573	0.771	0.761	1	RPL22	1.01314060446781
ENSG00000087086	4.84722740111804e-05	0.736176943639799	0.937	0.951	1	FTL	0.98527865404837
ENSG00000125868	5.6046296566412e-05	1.03745384077974	0.863	0.951	1	DSTN	0.907465825446898
ENSG00000178568	6.46935316064418e-05	-1.08050806473087	0.059	0.19	1	ERBB4	0.310526315789474
ENSG00000065978	7.47654336821786e-05	1.01189782864323	0.766	0.767	1	YBX1	0.998696219035202
ENSG00000105372	7.7997055510744e-05	0.654333603227049	0.854	0.834	1	RPS19	1.02398081534772
ENSG00000153823	8.54378539775151e-05	-0.601622839851897	0.039	0.16	1	PID1	0.24375
ENSG00000168894	0.000100889785554463	0.612513127169615	0.224	0.515	1	RNF181	0.43495145631068
ENSG00000008988	0.000104859108960284	1.29244205757808	0.717	0.822	1	RPS20	0.872262773722628
ENSG00000177694	0.00010920630144833	-0.753976781562424	0.127	0.288	1	NAALADL2	0.440972222222222
ENSG00000014641	0.000116984845859591	0.599899405844539	0.273	0.595	1	MDH1	0.458823529411765
ENSG00000205542	0.0001171283863882	0.870676762961513	0.912	0.951	1	TMSB4X	0.958990536277603
ENSG00000089009	0.000121403168418653	0.614146153810051	0.859	0.791	1	RPL6	1.08596713021492
ENSG00000124172	0.000176430167118253	0.802779168211318	0.761	0.736	1	ATP5F1E	1.03396739130435
ENSG00000261404	0.000187906746688215	-0.776816621186854	0.078	0.215	1	AC138627.1	0.362790697674419
ENSG00000067798	0.000199212601231331	-0.624449637871966	0.122	0.282	1	NAV3	0.432624113475177
ENSG00000173812	0.00020955297038839	0.700934726070676	0.854	0.828	1	EIF1	1.03140096618358
ENSG00000156482	0.000286584855022644	0.617698598661122	0.844	0.877	1	RPL30	0.962371721778791
ENSG00000198034	0.000298719772911954	0.613939907571553	0.863	0.822	1	RPS4X	1.04987834549878
ENSG00000125691	0.000318122515275855	0.879063009634702	0.741	0.81	1	RPL23	0.914814814814815
ENSG00000101335	0.000330875700990938	0.898061691786729	0.898	0.951	1	MYL9	0.944269190325973
ENSG00000071082	0.000349208184545548	1.03138925954711	0.737	0.816	1	RPL31	0.903186274509804
ENSG00000164176	0.00035381206432944	-0.900839336665155	0.063	0.184	1	EDIL3	0.342391304347826
ENSG00000221983	0.000360317668287348	0.633767743299932	0.78	0.767	1	UBA52	1.01694915254237
ENSG00000128573	0.000422566466921097	-0.665593575134974	0.098	0.233	1	FOXP2	0.420600858369099
ENSG00000166710	0.000436885265623003	0.72907480416529	0.912	0.939	1	B2M	0.971246006389776
ENSG00000272047	0.000477065384813003	0.629871184584817	0.19	0.423	1	GTF2H5	0.449172576832151
ENSG00000092841	0.000483438927221224	0.58610393823892	0.873	0.926	1	MYL6	0.942764578833693
ENSG00000140319	0.000530714732598491	0.719628031658148	0.707	0.742	1	SRP14	0.952830188679245
ENSG00000148671	0.000547537005805746	2.25827939195979	0.21	0.092	1	ADIRF	2.28260869565217
ENSG00000119632	0.000573774192527319	0.586316595540215	0.259	0.552	1	IFI27L2	0.469202898550725
ENSG00000156467	0.00057867830127028	0.895569446026707	0.712	0.712	1	UQCRB	1
ENSG00000145592	0.000673952056831908	0.601734010535193	0.829	0.804	1	RPL37	1.03109452736318
ENSG00000135905	0.000826707968075978	-0.714041724592553	0.093	0.215	1	DOCK10	0.432558139534884
ENSG00000188643	0.000859465239292047	0.671050195311938	0.254	0.521	1	S100A16	0.487523992322457
ENSG00000167641	0.00108192232824302	1.90016804696246	0.298	0.19	1	PPP1R14A	1.56842105263158
ENSG00000071282	0.00127177189304998	0.674955582282544	0.259	0.491	1	LMCD1	0.527494908350306
ENSG00000170889	0.00129295835447028	0.606853207227675	0.844	0.798	1	RPS9	1.05764411027569
ENSG00000086598	0.00130921193822097	0.73031012284441	0.283	0.595	1	TMED2	0.47563025210084
ENSG00000276644	0.00134838857454827	-0.696737669419932	0.073	0.184	1	DACH1	0.396739130434783
ENSG00000167996	0.00145005357607914	0.696159089615017	0.927	0.939	1	FTH1	0.987220447284345
ENSG00000148834	0.0015738152107554	0.715817707322682	0.283	0.564	1	GSTO1	0.50177304964539
ENSG00000235162	0.00166229738807548	0.625053511013016	0.112	0.27	1	C12orf75	0.414814814814815
ENSG00000164265	0.00181690138395518	0.96487483645319	0.307	0.209	1	SCGB3A2	1.4688995215311
ENSG00000100764	0.00216863712996078	0.618330820667485	0.224	0.436	1	PSMC1	0.513761467889908
ENSG00000149591	0.00274215284936894	0.724031434028789	0.932	0.975	1	TAGLN	0.955897435897436
ENSG00000167088	0.00274684286583131	0.629245634547602	0.273	0.54	1	SNRPD1	0.505555555555556
ENSG00000162244	0.00306121668994415	0.587627655405364	0.795	0.84	1	RPL29	0.946428571428572
ENSG00000172590	0.00322239165965827	0.615337512446118	0.234	0.454	1	MRPL52	0.515418502202643
ENSG00000164346	0.00332198157671999	0.594516839736826	0.278	0.571	1	NSA2	0.486865148861646
ENSG00000174444	0.00332559175522298	0.735681381242136	0.712	0.773	1	RPL4	0.921086675291074
ENSG00000145337	0.00362060959081488	0.682496351789	0.327	0.626	1	PYURF	0.522364217252396
ENSG00000125534	0.00380427968152782	0.899884425197448	0.61	0.681	1	PPDPF	0.895741556534508
ENSG00000123349	0.00405271006869888	0.709628506308647	0.663	0.718	1	PFDN5	0.923398328690808
ENSG00000175183	0.0042063512381377	0.668220918061014	0.293	0.571	1	CSRP2	0.513134851138354
ENSG00000165410	0.00449603615444979	0.648910827794243	0.346	0.65	1	CFL2	0.532307692307692
ENSG00000126756	0.00499643413492095	0.594428345709189	0.322	0.595	1	UXT	0.541176470588235
ENSG00000108691	0.00517753171637501	0.866896151011219	0.229	0.405	1	CCL2	0.565432098765432
ENSG00000116030	0.00520415545888783	0.599774272494777	0.322	0.613	1	SUMO1	0.525285481239804
ENSG00000163453	0.00524363056844578	1.71332617299027	0.322	0.227	1	IGFBP7	1.41850220264317
ENSG00000120533	0.00557594045719052	0.606669475678253	0.293	0.564	1	ENY2	0.519503546099291
ENSG00000135404	0.0057709244065838	0.77706724991594	0.79	0.84	1	CD63	0.940476190476191
ENSG00000168938	0.00646219146115955	0.609333878609715	0.21	0.405	1	PPIC	0.518518518518518
ENSG00000125995	0.00685564697029194	0.693912074394024	0.302	0.595	1	ROMO1	0.507563025210084
ENSG00000006327	0.00810226661655927	0.926402849866924	0.273	0.491	1	TNFRSF12A	0.556008146639511
ENSG00000169020	0.00999550279036046	1.29148374694555	0.541	0.644	1	ATP5ME	0.840062111801242
