,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,symbol
ENSG00000158022,0,1.46420074343044,0.595,0.002,0,TRIM63
ENSG00000121769,0,0.824345885236226,0.46,0.011,0,FABP3
ENSG00000033122,0,2.18561355518311,0.325,0.009,0,LRRC7
ENSG00000050628,0,3.04740914169993,0.914,0.011,0,PTGER3
ENSG00000122477,0,1.01294164893041,0.503,0.014,0,LRRC39
ENSG00000143387,0,4.8598504042144,0.914,0.064,0,CTSK
ENSG00000213190,0,0.73185832301471,0.503,0.023,0,MLLT11
ENSG00000163395,0,2.14304974664813,0.748,0.003,0,IGFN1
ENSG00000163431,0,2.09612698437226,0.933,0.039,0,LMOD1
ENSG00000183023,0,3.61798006618604,0.779,0.06,0,SLC8A1
ENSG00000144057,0,0.762536183302095,0.313,0.008,0,ST6GAL2
ENSG00000204335,0,0.680477811483541,0.429,0.005,0,SP5
ENSG00000128710,0,0.813271088304964,0.423,0.001,0,HOXD10
ENSG00000168542,0,1.86783210547508,0.853,0.063,0,COL3A1
ENSG00000175084,0,2.40029648285803,0.706,0.036,0,DES
ENSG00000135914,0,1.34517750397734,0.699,0.021,0,HTR2B
ENSG00000132329,0,2.49761911870862,0.871,0.066,0,RAMP1
ENSG00000121440,0,3.13284211642927,0.847,0.038,0,PDZRN3
ENSG00000121577,0,0.772189226076031,0.448,0.01,0,POPDC2
ENSG00000145087,0,0.861830627721204,0.288,0.003,0,STXBP5L
ENSG00000158258,0,1.7858019260579,0.644,0.02,0,CLSTN2
ENSG00000169282,0,0.75431277151202,0.509,0.017,0,KCNAB1
ENSG00000153012,0,0.679445717001718,0.393,0.005,0,LGI2
ENSG00000169851,0,2.75597971174266,0.798,0.055,0,PCDH7
ENSG00000172403,0,2.92699181417029,0.939,0.045,0,SYNPO2
ENSG00000164107,0,0.676350973484012,0.429,0.001,0,HAND2
ENSG00000237125,0,1.04210660424826,0.571,0.003,0,HAND2-AS1
ENSG00000113494,0,1.46424454013568,0.601,0.009,0,PRLR
ENSG00000164188,0,1.66157327245863,0.601,0.015,0,RANBP3L
ENSG00000248587,0,0.746556730561301,0.258,0.001,0,GDNF-AS1
ENSG00000132840,0,0.831358961056102,0.552,0.02,0,BHMT2
ENSG00000138829,0,1.90962535352634,0.442,0.008,0,FBN2
ENSG00000145808,0,1.33959283374692,0.374,0.006,0,ADAMTS19
ENSG00000152377,0,0.979812166173761,0.497,0.023,0,SPOCK1
ENSG00000249669,0,3.16153116167716,0.816,0.032,0,CARMN
ENSG00000241956,0,2.90636020937181,0.417,0.005,0,AC109466.1
ENSG00000253693,0,1.7452840981597,0.202,0.003,0,AC008415.1
ENSG00000174705,0,2.4669485205405,0.933,0.071,0,SH3PXD2B
